date,administrative_area_level_2,administrative_area_level_3,population,people_fully_vaccinated,perc_pop_vaccinated
2021-01-01,Ohio,Stark,370606,0,0
2021-01-02,Ohio,Stark,370606,0,0
2021-01-03,Ohio,Stark,370606,0,0
2021-01-04,Ohio,Stark,370606,0,0
2021-01-05,Ohio,Stark,370606,0,0
2021-01-06,Ohio,Stark,370606,0,0
2021-01-07,Ohio,Stark,370606,0,0
2021-01-08,Ohio,Stark,370606,0,0
2021-01-09,Ohio,Stark,370606,0,0
2021-01-10,Ohio,Stark,370606,0,0
2021-01-11,Ohio,Stark,370606,0,0
2021-01-12,Ohio,Stark,370606,0,0
2021-01-13,Ohio,Stark,370606,0,0
2021-01-14,Ohio,Stark,370606,0,0
2021-01-15,Ohio,Stark,370606,71,0.019157811800132755
2021-01-16,Ohio,Stark,370606,308,0.08310712724564633
2021-01-17,Ohio,Stark,370606,336,0.09066232063161417
2021-01-18,Ohio,Stark,370606,343,0.09255111897810613
2021-01-19,Ohio,Stark,370606,344,0.09282094731331926
2021-01-20,Ohio,Stark,370606,360,0.09713820067672946
2021-01-21,Ohio,Stark,370606,369,0.0995666556936477
2021-01-22,Ohio,Stark,370606,693,0.18699103630270422
2021-01-23,Ohio,Stark,370606,1108,0.29896979541615626
2021-01-24,Ohio,Stark,370606,1481,0.3996157644506565
2021-01-25,Ohio,Stark,370606,1788,0.4824530633610897
2021-01-26,Ohio,Stark,370606,1802,0.4862306600540736
2021-01-27,Ohio,Stark,370606,1913,0.5161816052627318
2021-01-28,Ohio,Stark,370606,2423,0.6537940562214319
2021-01-29,Ohio,Stark,370606,2973,0.8021996405886574
2021-01-30,Ohio,Stark,370606,3482,0.9395422632121444
2021-01-31,Ohio,Stark,370606,4719,1.2733199138707954
2021-02-01,Ohio,Stark,370606,4719,1.2733199138707954
2021-02-02,Ohio,Stark,370606,4894,1.3205398725330943
2021-02-03,Ohio,Stark,370606,4987,1.3456339077079162
2021-02-04,Ohio,Stark,370606,5324,1.4365660566747436
2021-02-05,Ohio,Stark,370606,5989,1.61600189959148
2021-02-06,Ohio,Stark,370606,6520,1.759280745589656
2021-02-07,Ohio,Stark,370606,7940,2.142436981592311
2021-02-08,Ohio,Stark,370606,8090,2.1829112318742814
2021-02-09,Ohio,Stark,370606,8317,2.244162263967664
2021-02-10,Ohio,Stark,370606,8629,2.3283487045541627
2021-02-11,Ohio,Stark,370606,8672,2.3399513229683278
2021-02-12,Ohio,Stark,370606,9232,2.4910551906876846
2021-02-13,Ohio,Stark,370606,9559,2.5792890563023803
2021-02-14,Ohio,Stark,370606,10144,2.7371386324020657
2021-02-15,Ohio,Stark,370606,10481,2.828070781368893
2021-02-16,Ohio,Stark,370606,10846,2.9265581237216884
2021-02-17,Ohio,Stark,370606,11256,3.0371877411590744
2021-02-18,Ohio,Stark,370606,12040,3.2487331559661743
2021-02-19,Ohio,Stark,370606,12742,3.4381526472857966
2021-02-20,Ohio,Stark,370606,12780,3.448406124023896
2021-02-21,Ohio,Stark,370606,14751,3.98023777272899
2021-02-22,Ohio,Stark,370606,15904,4.291349843229737
2021-02-23,Ohio,Stark,370606,16208,4.373377657134531
2021-02-24,Ohio,Stark,370606,16573,4.471864999487326
2021-02-25,Ohio,Stark,370606,17131,4.622429210536257
2021-02-26,Ohio,Stark,370606,17749,4.789183121697976
2021-02-27,Ohio,Stark,370606,18675,5.039044160105341
2021-02-28,Ohio,Stark,370606,21528,5.808864400468422
2021-03-01,Ohio,Stark,370606,21529,5.809134228803635
2021-03-02,Ohio,Stark,370606,21987,5.932715606331252
2021-03-03,Ohio,Stark,370606,22396,6.0430753954334255
2021-03-04,Ohio,Stark,370606,23077,6.2268284917135714
2021-03-05,Ohio,Stark,370606,24243,6.54144833057209
2021-03-06,Ohio,Stark,370606,25389,6.8506716027263455
2021-03-07,Ohio,Stark,370606,27743,7.4858475038180705
2021-03-08,Ohio,Stark,370606,29724,8.020377435875297
2021-03-09,Ohio,Stark,370606,29763,8.030900740948608
2021-03-10,Ohio,Stark,370606,30225,8.155561431817079
2021-03-11,Ohio,Stark,370606,31267,8.436722557109167
2021-03-12,Ohio,Stark,370606,32158,8.677139603784072
2021-03-13,Ohio,Stark,370606,33116,8.935635148918259
2021-03-14,Ohio,Stark,370606,35785,9.655806975602122
2021-03-15,Ohio,Stark,370606,36452,9.835782475189285
2021-03-16,Ohio,Stark,370606,37514,10.122340167185637
2021-03-17,Ohio,Stark,370606,37742,10.183861027614231
2021-03-18,Ohio,Stark,370606,38047,10.266158669854239
2021-03-19,Ohio,Stark,370606,38931,10.504686918182653
2021-03-20,Ohio,Stark,370606,39932,10.774785081731002
2021-03-21,Ohio,Stark,370606,41056,11.07807213051057
2021-03-22,Ohio,Stark,370606,41065,11.080500585527487
2021-03-23,Ohio,Stark,370606,41280,11.138513677598311
2021-03-24,Ohio,Stark,370606,41791,11.276395956892225
2021-03-25,Ohio,Stark,370606,42475,11.46095853817801
2021-03-26,Ohio,Stark,370606,43648,11.777467175383022
2021-03-27,Ohio,Stark,370606,44920,12.120688817774132
2021-03-28,Ohio,Stark,370606,47090,12.70621630518664
2021-03-29,Ohio,Stark,370606,47095,12.707565446862706
2021-03-30,Ohio,Stark,370606,47604,12.844908069486193
2021-03-31,Ohio,Stark,370606,47984,12.947442836867186
2021-04-01,Ohio,Stark,370606,48655,13.1284976497952
2021-04-02,Ohio,Stark,370606,49725,13.417213968473257
2021-04-03,Ohio,Stark,370606,50708,13.682455221987771
2021-04-04,Ohio,Stark,370606,51594,13.921523126986612
2021-04-05,Ohio,Stark,370606,52423,14.145210816878302
2021-04-06,Ohio,Stark,370606,52939,14.28444223784828
2021-04-07,Ohio,Stark,370606,53529,14.443640955624032
2021-04-08,Ohio,Stark,370606,54758,14.775259979600978
2021-04-09,Ohio,Stark,370606,56508,15.247459566223968
2021-04-10,Ohio,Stark,370606,57948,15.636012368930887
2021-04-11,Ohio,Stark,370606,60292,16.26848998667048
2021-04-12,Ohio,Stark,370606,61387,16.563952013728866
2021-04-13,Ohio,Stark,370606,62608,16.893412411024105
2021-04-14,Ohio,Stark,370606,62611,16.894221896029745
2021-04-15,Ohio,Stark,370606,66437,17.92658510655521
2021-04-16,Ohio,Stark,370606,66447,17.92928338990734
2021-04-17,Ohio,Stark,370606,68796,18.563110149323002
2021-04-18,Ohio,Stark,370606,70323,18.975138017193462
2021-04-19,Ohio,Stark,370606,72033,19.436544470407927
2021-04-20,Ohio,Stark,370606,72704,19.61759928333594
2021-04-21,Ohio,Stark,370606,75226,20.298106344743474
2021-04-22,Ohio,Stark,370606,75231,20.29945548641954
2021-04-23,Ohio,Stark,370606,77443,20.896315763911
2021-04-24,Ohio,Stark,370606,78944,21.30132809506592
2021-04-25,Ohio,Stark,370606,81244,21.921933266056136
2021-04-26,Ohio,Stark,370606,82968,22.387117315963582
2021-04-27,Ohio,Stark,370606,82972,22.388196629304435
2021-04-28,Ohio,Stark,370606,83678,22.57869543396491
2021-04-29,Ohio,Stark,370606,87486,23.60620173445654
2021-04-30,Ohio,Stark,370606,87489,23.607011219462176
2021-05-01,Ohio,Stark,370606,91693,24.74136954069821
2021-05-02,Ohio,Stark,370606,92880,25.0616557745962
2021-05-03,Ohio,Stark,370606,93242,25.15933363194336
2021-05-04,Ohio,Stark,370606,93860,25.326087543105075
2021-05-05,Ohio,Stark,370606,93865,25.32743668478114
2021-05-06,Ohio,Stark,370606,95473,25.761320647803867
2021-05-07,Ohio,Stark,370606,97797,26.3884016988392
2021-05-08,Ohio,Stark,370606,101541,27.398638985877184
2021-05-09,Ohio,Stark,370606,102870,27.757240843375445
2021-05-10,Ohio,Stark,370606,102878,27.75939947005715
2021-05-11,Ohio,Stark,370606,103454,27.914820591139918
2021-05-12,Ohio,Stark,370606,104926,28.312007900573654
2021-05-13,Ohio,Stark,370606,104929,28.312817385579294
2021-05-14,Ohio,Stark,370606,105854,28.562408595651448
2021-05-15,Ohio,Stark,370606,108156,29.183553423312087
2021-05-16,Ohio,Stark,370606,108159,29.184362908317727
2021-05-17,Ohio,Stark,370606,108770,29.349228021132955
2021-05-18,Ohio,Stark,370606,109180,29.45985763857034
2021-05-19,Ohio,Stark,370606,109620,29.578582106064122
2021-05-20,Ohio,Stark,370606,111113,29.981435810537334
2021-05-21,Ohio,Stark,370606,111117,29.982515123878187
2021-05-22,Ohio,Stark,370606,112332,30.31035655116215
2021-05-23,Ohio,Stark,370606,113799,30.70619471891982
2021-05-24,Ohio,Stark,370606,113799,30.70619471891982
2021-05-25,Ohio,Stark,370606,114031,30.76879489268927
2021-05-26,Ohio,Stark,370606,114409,30.870790003399836
2021-05-27,Ohio,Stark,370606,114949,31.01649730441493
2021-05-28,Ohio,Stark,370606,115689,31.216170272472652
2021-05-29,Ohio,Stark,370606,116166,31.34487838836932
2021-05-30,Ohio,Stark,370606,116943,31.554535004829926
2021-05-31,Ohio,Stark,370606,116945,31.555074661500353
2021-06-01,Ohio,Stark,370606,117146,31.609310156878195
2021-06-02,Ohio,Stark,370606,117674,31.75177951787073
2021-06-03,Ohio,Stark,370606,117676,31.752319174541157
2021-06-04,Ohio,Stark,370606,118114,31.87050398536451
2021-06-05,Ohio,Stark,370606,118544,31.98653016950616
2021-06-06,Ohio,Stark,370606,119300,32.19052039092729
2021-06-07,Ohio,Stark,370606,120306,32.46196769615171
2021-06-08,Ohio,Stark,370606,120751,32.58204130532155
2021-06-09,Ohio,Stark,370606,121233,32.71209856289428
2021-06-10,Ohio,Stark,370606,121235,32.71263821956471
2021-06-11,Ohio,Stark,370606,122673,33.1006513656012
2021-06-12,Ohio,Stark,370606,122675,33.10119102227163
2021-06-13,Ohio,Stark,370606,123271,33.26200871005866
2021-06-14,Ohio,Stark,370606,123922,33.43766695628241
2021-06-15,Ohio,Stark,370606,124273,33.532376701942226
2021-06-16,Ohio,Stark,370606,124582,33.615753657523086
2021-06-17,Ohio,Stark,370606,125161,33.77198426361149
2021-06-18,Ohio,Stark,370606,126051,34.01213148195118
2021-06-19,Ohio,Stark,370606,126624,34.16674311802831
2021-06-20,Ohio,Stark,370606,127116,34.299498658953176
2021-06-21,Ohio,Stark,370606,127895,34.50969493208421
2021-06-22,Ohio,Stark,370606,128173,34.58470720927346
2021-06-23,Ohio,Stark,370606,128178,34.58605635094953
2021-06-24,Ohio,Stark,370606,128542,34.68427386496711
2021-06-25,Ohio,Stark,370606,128972,34.800300049108756
2021-06-26,Ohio,Stark,370606,129248,34.87477266962758
2021-06-27,Ohio,Stark,370606,129836,35.03343173073291
2021-06-28,Ohio,Stark,370606,130702,35.267103069027485
2021-06-29,Ohio,Stark,370606,130952,35.33456015283077
2021-06-30,Ohio,Stark,370606,131228,35.409032773349594
2021-07-01,Ohio,Stark,370606,131232,35.41011208669045
2021-07-02,Ohio,Stark,370606,131533,35.4913304155896
2021-07-03,Ohio,Stark,370606,132085,35.64027565662725
2021-07-04,Ohio,Stark,370606,132085,35.64027565662725
2021-07-05,Ohio,Stark,370606,132297,35.697479263692436
2021-07-06,Ohio,Stark,370606,132406,35.72689055223067
2021-07-07,Ohio,Stark,370606,132688,35.802982142760776
2021-07-08,Ohio,Stark,370606,132689,35.80325197109599
2021-07-09,Ohio,Stark,370606,133004,35.88824789668813
2021-07-10,Ohio,Stark,370606,133265,35.958673092178756
2021-07-11,Ohio,Stark,370606,133509,36.02451120597076
2021-07-12,Ohio,Stark,370606,133854,36.117601981619295
2021-07-13,Ohio,Stark,370606,134016,36.16131417192382
2021-07-14,Ohio,Stark,370606,134017,36.16158400025903
2021-07-15,Ohio,Stark,370606,134017,36.16158400025903
2021-07-16,Ohio,Stark,370606,134330,36.246040269180746
2021-07-17,Ohio,Stark,370606,134607,36.320782718034785
2021-07-18,Ohio,Stark,370606,134743,36.357479371623775
2021-07-19,Ohio,Stark,370606,134744,36.35774919995899
2021-07-20,Ohio,Stark,370606,135070,36.44571323723847
2021-07-21,Ohio,Stark,370606,135071,36.445983065573685
2021-07-22,Ohio,Stark,370606,135250,36.494282337576834
2021-07-23,Ohio,Stark,370606,135420,36.540153154563065
2021-07-24,Ohio,Stark,370606,135756,36.63081547519468
2021-07-25,Ohio,Stark,370606,135759,36.63162496020032
2021-07-26,Ohio,Stark,370606,135888,36.66643281544282
2021-07-27,Ohio,Stark,370606,136062,36.7133829457699
2021-07-28,Ohio,Stark,370606,136065,36.71419243077554
2021-07-29,Ohio,Stark,370606,136894,36.93788012066723
2021-07-30,Ohio,Stark,370606,136895,36.938149949002444
2021-07-31,Ohio,Stark,370606,137241,37.03151055298619
2021-08-01,Ohio,Stark,370606,137402,37.0749529149555
2021-08-02,Ohio,Stark,370606,137404,37.07549257162593
2021-08-03,Ohio,Stark,370606,137627,37.135664290378465
2021-08-04,Ohio,Stark,370606,137627,37.135664290378465
2021-08-05,Ohio,Stark,370606,137963,37.22632661101007
2021-08-06,Ohio,Stark,370606,137963,37.22632661101007
2021-08-07,Ohio,Stark,370606,138147,37.275975024689295
2021-08-08,Ohio,Stark,370606,138443,37.355844211912384
2021-08-09,Ohio,Stark,370606,138547,37.383906358774546
2021-08-10,Ohio,Stark,370606,138682,37.42033318402832
2021-08-11,Ohio,Stark,370606,138684,37.42087284069875
2021-08-12,Ohio,Stark,370606,139105,37.534470569823476
2021-08-13,Ohio,Stark,370606,139109,37.53554988316433
2021-08-14,Ohio,Stark,370606,139411,37.6170380403987
2021-08-15,Ohio,Stark,370606,139642,37.67936838583293
2021-08-16,Ohio,Stark,370606,139830,37.730096112853005
2021-08-17,Ohio,Stark,370606,140017,37.78055401153786
2021-08-18,Ohio,Stark,370606,140205,37.83128173855793
2021-08-19,Ohio,Stark,370606,140494,37.90926212743452
2021-08-20,Ohio,Stark,370606,140723,37.97105281619834
2021-08-21,Ohio,Stark,370606,141200,38.099760932095
2021-08-22,Ohio,Stark,370606,141480,38.17531286595468
2021-08-23,Ohio,Stark,370606,141640,38.21848539958878
2021-08-24,Ohio,Stark,370606,141836,38.27137175329056
2021-08-25,Ohio,Stark,370606,142132,38.35124094051365
2021-08-26,Ohio,Stark,370606,142134,38.351780597184074
2021-08-27,Ohio,Stark,370606,142394,38.42193596433949
2021-08-28,Ohio,Stark,370606,142641,38.488583563137134
2021-08-29,Ohio,Stark,370606,143002,38.58599159214908
2021-08-30,Ohio,Stark,370606,143338,38.67665391278069
2021-08-31,Ohio,Stark,370606,143534,38.729540266482466
2021-09-01,Ohio,Stark,370606,143753,38.78863267189414
2021-09-02,Ohio,Stark,370606,143754,38.788902500229355
2021-09-03,Ohio,Stark,370606,144095,38.880913962537036
2021-09-04,Ohio,Stark,370606,144341,38.94729173299947
2021-09-05,Ohio,Stark,370606,144666,39.03498594194374
2021-09-06,Ohio,Stark,370606,144666,39.03498594194374
2021-09-07,Ohio,Stark,370606,145335,39.21550109820132
2021-09-08,Ohio,Stark,370606,145338,39.21631058320696
2021-09-09,Ohio,Stark,370606,145523,39.2662288252214
2021-09-10,Ohio,Stark,370606,145837,39.35095492247832
2021-09-11,Ohio,Stark,370606,146098,39.42138011796895
2021-09-12,Ohio,Stark,370606,146426,39.509883811918854
2021-09-13,Ohio,Stark,370606,146770,39.602704759232175
2021-09-14,Ohio,Stark,370606,146921,39.64344883784936
2021-09-15,Ohio,Stark,370606,153286,41.36090619148098
2021-09-16,Ohio,Stark,370606,172027,46.41775902171039
2021-09-17,Ohio,Stark,370606,172295,46.49007301554751
2021-09-18,Ohio,Stark,370606,172661,46.58883018623552
2021-09-19,Ohio,Stark,370606,173310,46.76394877578884
2021-09-20,Ohio,Stark,370606,173575,46.83545328462032
2021-09-21,Ohio,Stark,370606,173575,46.83545328462032
2021-09-22,Ohio,Stark,370606,173577,46.83599294129075
2021-09-23,Ohio,Stark,370606,173732,46.87781633324879
2021-09-24,Ohio,Stark,370606,173951,46.93690873866046
2021-09-25,Ohio,Stark,370606,174238,47.014349470866634
2021-09-26,Ohio,Stark,370606,174540,47.095837628101
2021-09-27,Ohio,Stark,370606,174805,47.16734213693248
2021-09-28,Ohio,Stark,370606,175005,47.22130780397511
2021-09-29,Ohio,Stark,370606,175221,47.27959072438115
2021-09-30,Ohio,Stark,370606,175359,47.31682703464056
2021-10-01,Ohio,Stark,370606,175577,47.37564961171702
2021-10-02,Ohio,Stark,370606,175649,47.39507725185237
2021-10-03,Ohio,Stark,370606,175873,47.45551879894011
2021-10-04,Ohio,Stark,370606,176409,47.60014678661435
2021-10-05,Ohio,Stark,370606,176580,47.646287431935804
2021-10-06,Ohio,Stark,370606,176812,47.70888760570525
2021-10-07,Ohio,Stark,370606,177020,47.76501189942958
2021-10-08,Ohio,Stark,370606,177336,47.85027765335693
2021-10-09,Ohio,Stark,370606,177555,47.90937005876861
2021-10-10,Ohio,Stark,370606,177556,47.90963988710382
2021-10-11,Ohio,Stark,370606,177768,47.96684349416901
2021-10-12,Ohio,Stark,370606,177888,47.999222894394585
2021-10-13,Ohio,Stark,370606,177979,48.02377727289898
2021-10-14,Ohio,Stark,370606,178203,48.084218819986724
2021-10-15,Ohio,Stark,370606,178398,48.13683534535328
2021-10-16,Ohio,Stark,370606,178703,48.21913298759329
2021-10-17,Ohio,Stark,370606,178813,48.24881410446674
2021-10-18,Ohio,Stark,370606,179007,48.301160801498085
2021-10-19,Ohio,Stark,370606,179117,48.33084191837153
2021-10-20,Ohio,Stark,370606,179239,48.36376097526753
2021-10-21,Ohio,Stark,370606,179423,48.413409388946754
2021-10-22,Ohio,Stark,370606,179641,48.472231966023216
2021-10-23,Ohio,Stark,370606,179778,48.50919844794742
2021-10-24,Ohio,Stark,370606,179960,48.55830720495621
2021-10-25,Ohio,Stark,370606,180127,48.6033685369368
2021-10-26,Ohio,Stark,370606,180148,48.609034931976275
2021-10-27,Ohio,Stark,370606,180301,48.65031866726389
2021-10-28,Ohio,Stark,370606,180510,48.70671278932343
2021-10-29,Ohio,Stark,370606,180727,48.76526553806468
2021-10-30,Ohio,Stark,370606,180903,48.8127553250622
2021-10-31,Ohio,Stark,370606,181058,48.85457871702023
2021-11-01,Ohio,Stark,370606,181214,48.89667193731348
2021-11-02,Ohio,Stark,370606,181302,48.920416830812236
2021-11-03,Ohio,Stark,370606,181426,48.95387554437867
2021-11-04,Ohio,Stark,370606,181594,48.99920670469447
2021-11-05,Ohio,Stark,370606,181718,49.032665418260905
2021-11-06,Ohio,Stark,370606,181825,49.061537050128706
2021-11-07,Ohio,Stark,370606,182033,49.117661343853044
2021-11-08,Ohio,Stark,370606,182213,49.166230444191406
2021-11-09,Ohio,Stark,370606,182211,49.16569078752098
2021-11-10,Ohio,Stark,370606,182425,49.22343405125659
2021-11-11,Ohio,Stark,370606,182581,49.26552727154984
2021-11-12,Ohio,Stark,370606,182726,49.304652380155744
2021-11-13,Ohio,Stark,370606,182834,49.333793840358766
2021-11-14,Ohio,Stark,370606,182837,49.334603325364405
2021-11-15,Ohio,Stark,370606,183157,49.42094839263261
2021-11-16,Ohio,Stark,370606,183232,49.44118551777359
2021-11-17,Ohio,Stark,370606,183322,49.465470067942775
2021-11-18,Ohio,Stark,370606,183492,49.511340884929005
2021-11-19,Ohio,Stark,370606,183648,49.55343410522226
2021-11-20,Ohio,Stark,370606,183791,49.592019557157734
2021-11-21,Ohio,Stark,370606,183945,49.63357312078056
2021-11-22,Ohio,Stark,370606,184076,49.66892063269348
2021-11-23,Ohio,Stark,370606,184137,49.68538016114148
2021-11-24,Ohio,Stark,370606,184253,49.71668024802621
2021-11-25,Ohio,Stark,370606,184253,49.71668024802621
2021-11-26,Ohio,Stark,370606,184253,49.71668024802621
2021-11-27,Ohio,Stark,370606,184253,49.71668024802621
2021-11-28,Ohio,Stark,370606,184253,49.71668024802621
2021-11-29,Ohio,Stark,370606,184753,49.851594415632775
2021-11-30,Ohio,Stark,370606,184852,49.87830742081888
2021-12-01,Ohio,Stark,370606,185056,49.933352401202356
2021-12-02,Ohio,Stark,370606,185338,50.00944399173246
2021-12-03,Ohio,Stark,370606,185583,50.07555193385968
2021-12-04,Ohio,Stark,370606,185967,50.179166014581526
2021-12-05,Ohio,Stark,370606,186301,50.26928867854271
2021-12-06,Ohio,Stark,370606,186605,50.3513164924475
2021-12-07,Ohio,Stark,370606,186802,50.404472674484495
2021-12-08,Ohio,Stark,370606,187069,50.4765168399864
2021-12-09,Ohio,Stark,370606,187342,50.55017997549959
2021-12-10,Ohio,Stark,370606,187744,50.658650966255266
2021-12-11,Ohio,Stark,370606,188037,50.737710668472715
2021-12-12,Ohio,Stark,370606,188278,50.80273929725908
2021-12-13,Ohio,Stark,370606,188579,50.883957626158235
2021-12-14,Ohio,Stark,370606,188705,50.917955996395094
2021-12-15,Ohio,Stark,370606,188958,50.98622256520402
2021-12-16,Ohio,Stark,370606,189230,51.05961587238199
2021-12-17,Ohio,Stark,370606,189440,51.11627982277675
2021-12-18,Ohio,Stark,370606,189753,51.20073609169846
2021-12-19,Ohio,Stark,370606,189971,51.25955866877492
2021-12-20,Ohio,Stark,370606,190215,51.32539678256693
2021-12-21,Ohio,Stark,370606,190339,51.35885549613336
2021-12-22,Ohio,Stark,370606,190538,51.41255133484077
2021-12-23,Ohio,Stark,370606,190775,51.47650065028629
2021-12-24,Ohio,Stark,370606,190777,51.47704030695672
2021-12-25,Ohio,Stark,370606,190777,51.47704030695672
2021-12-26,Ohio,Stark,370606,190777,51.47704030695672
2021-12-27,Ohio,Stark,370606,190778,51.47731013529193
2021-12-28,Ohio,Stark,370606,191333,51.62706486133522
2021-12-29,Ohio,Stark,370606,191501,51.672396021651025
2021-12-30,Ohio,Stark,370606,191769,51.744710015488145
2021-12-31,Ohio,Stark,370606,192006,51.80865933093366
2021-01-01,Ohio,Fulton,42126,0,0
2021-01-02,Ohio,Fulton,42126,0,0
2021-01-03,Ohio,Fulton,42126,0,0
2021-01-04,Ohio,Fulton,42126,0,0
2021-01-05,Ohio,Fulton,42126,0,0
2021-01-06,Ohio,Fulton,42126,0,0
2021-01-07,Ohio,Fulton,42126,0,0
2021-01-08,Ohio,Fulton,42126,0,0
2021-01-09,Ohio,Fulton,42126,0,0
2021-01-10,Ohio,Fulton,42126,0,0
2021-01-11,Ohio,Fulton,42126,0,0
2021-01-12,Ohio,Fulton,42126,0,0
2021-01-13,Ohio,Fulton,42126,0,0
2021-01-14,Ohio,Fulton,42126,0,0
2021-01-15,Ohio,Fulton,42126,0,0
2021-01-16,Ohio,Fulton,42126,49,0.1163177135260884
2021-01-17,Ohio,Fulton,42126,49,0.1163177135260884
2021-01-18,Ohio,Fulton,42126,49,0.1163177135260884
2021-01-19,Ohio,Fulton,42126,49,0.1163177135260884
2021-01-20,Ohio,Fulton,42126,51,0.12106537530266344
2021-01-21,Ohio,Fulton,42126,51,0.12106537530266344
2021-01-22,Ohio,Fulton,42126,71,0.1685419930684138
2021-01-23,Ohio,Fulton,42126,92,0.2183924417224517
2021-01-24,Ohio,Fulton,42126,99,0.23500925794046432
2021-01-25,Ohio,Fulton,42126,106,0.25162607415847693
2021-01-26,Ohio,Fulton,42126,116,0.27536438304135213
2021-01-27,Ohio,Fulton,42126,126,0.29910269192422734
2021-01-28,Ohio,Fulton,42126,161,0.38218677301429044
2021-01-29,Ohio,Fulton,42126,239,0.5673455823007169
2021-01-30,Ohio,Fulton,42126,294,0.6979062811565304
2021-01-31,Ohio,Fulton,42126,304,0.7216445900394056
2021-02-01,Ohio,Fulton,42126,304,0.7216445900394056
2021-02-02,Ohio,Fulton,42126,330,0.783364193134881
2021-02-03,Ohio,Fulton,42126,351,0.8332146417889189
2021-02-04,Ohio,Fulton,42126,406,0.9637753406447325
2021-02-05,Ohio,Fulton,42126,453,1.0753453923942458
2021-02-06,Ohio,Fulton,42126,542,1.286616341451835
2021-02-07,Ohio,Fulton,42126,603,1.4314200256373737
2021-02-08,Ohio,Fulton,42126,635,1.5073826140625741
2021-02-09,Ohio,Fulton,42126,662,1.5714760480463372
2021-02-10,Ohio,Fulton,42126,726,1.7234012248967383
2021-02-11,Ohio,Fulton,42126,729,1.730522717561601
2021-02-12,Ohio,Fulton,42126,780,1.8515880928642643
2021-02-13,Ohio,Fulton,42126,1016,2.411812182500119
2021-02-14,Ohio,Fulton,42126,1198,2.8438494041684472
2021-02-15,Ohio,Fulton,42126,1214,2.8818306983810476
2021-02-16,Ohio,Fulton,42126,1216,2.8865783601576225
2021-02-17,Ohio,Fulton,42126,1225,2.90794283815221
2021-02-18,Ohio,Fulton,42126,1234,2.9293073161467977
2021-02-19,Ohio,Fulton,42126,1258,2.9862792574656982
2021-02-20,Ohio,Fulton,42126,1272,3.0195128899017236
2021-02-21,Ohio,Fulton,42126,1496,3.5512510088781277
2021-02-22,Ohio,Fulton,42126,1655,3.928690120115843
2021-02-23,Ohio,Fulton,42126,1657,3.933437781892418
2021-02-24,Ohio,Fulton,42126,1667,3.957176090775293
2021-02-25,Ohio,Fulton,42126,1681,3.9904097232113185
2021-02-26,Ohio,Fulton,42126,1706,4.049755495418506
2021-02-27,Ohio,Fulton,42126,1718,4.078241466077957
2021-02-28,Ohio,Fulton,42126,1998,4.742914114798462
2021-03-01,Ohio,Fulton,42126,1998,4.742914114798462
2021-03-02,Ohio,Fulton,42126,2009,4.769026254569624
2021-03-03,Ohio,Fulton,42126,2022,4.799886056117362
2021-03-04,Ohio,Fulton,42126,2036,4.833119688553388
2021-03-05,Ohio,Fulton,42126,2049,4.8639794901011255
2021-03-06,Ohio,Fulton,42126,2134,5.0657551156055645
2021-03-07,Ohio,Fulton,42126,2350,5.578502587475668
2021-03-08,Ohio,Fulton,42126,2771,6.577885391444713
2021-03-09,Ohio,Fulton,42126,2777,6.592128376774439
2021-03-10,Ohio,Fulton,42126,2818,6.689455443194227
2021-03-11,Ohio,Fulton,42126,2849,6.76304420073114
2021-03-12,Ohio,Fulton,42126,2926,6.945829179129279
2021-03-13,Ohio,Fulton,42126,3168,7.520296254094858
2021-03-14,Ohio,Fulton,42126,3271,7.764800835588472
2021-03-15,Ohio,Fulton,42126,3327,7.897735365332574
2021-03-16,Ohio,Fulton,42126,3382,8.028296064188387
2021-03-17,Ohio,Fulton,42126,3415,8.106632483501876
2021-03-18,Ohio,Fulton,42126,3435,8.154109101267625
2021-03-19,Ohio,Fulton,42126,3513,8.339267910554051
2021-03-20,Ohio,Fulton,42126,3580,8.498314580069316
2021-03-21,Ohio,Fulton,42126,4038,9.585529126905
2021-03-22,Ohio,Fulton,42126,4038,9.585529126905
2021-03-23,Ohio,Fulton,42126,4083,9.692351516877938
2021-03-24,Ohio,Fulton,42126,4109,9.754071119973412
2021-03-25,Ohio,Fulton,42126,4406,10.459098893794806
2021-03-26,Ohio,Fulton,42126,4712,11.185491145610786
2021-03-27,Ohio,Fulton,42126,4852,11.517827469971039
2021-03-28,Ohio,Fulton,42126,5212,12.372406589754545
2021-03-29,Ohio,Fulton,42126,5212,12.372406589754545
2021-03-30,Ohio,Fulton,42126,5244,12.448369178179746
2021-03-31,Ohio,Fulton,42126,5259,12.483976641504059
2021-04-01,Ohio,Fulton,42126,5306,12.595546693253572
2021-04-02,Ohio,Fulton,42126,5381,12.773584009875137
2021-04-03,Ohio,Fulton,42126,5544,13.160518444666002
2021-04-04,Ohio,Fulton,42126,5797,13.761097659402743
2021-04-05,Ohio,Fulton,42126,5858,13.905901343588283
2021-04-06,Ohio,Fulton,42126,5876,13.948630299577458
2021-04-07,Ohio,Fulton,42126,5897,13.998480748231495
2021-04-08,Ohio,Fulton,42126,5998,14.238237667948535
2021-04-09,Ohio,Fulton,42126,6070,14.409153491905236
2021-04-10,Ohio,Fulton,42126,6402,15.197265346816692
2021-04-11,Ohio,Fulton,42126,6709,15.926031429520961
2021-04-12,Ohio,Fulton,42126,6832,16.218012628780325
