date,administrative_area_level_2,administrative_area_level_3,population,people_fully_vaccinated,perc_pop_vaccinated
2021-04-27,Ohio,Union,58988,14883,25.23055536719333
2021-04-28,Ohio,Union,58988,14997,25.423815013223027
2021-04-29,Ohio,Union,58988,15569,26.393503763477316
2021-04-30,Ohio,Union,58988,15570,26.39519902353021
2021-05-01,Ohio,Union,58988,16232,27.51746117854479
2021-05-02,Ohio,Union,58988,16289,27.61409100155964
2021-05-03,Ohio,Union,58988,16719,28.34305282430325
2021-05-04,Ohio,Union,58988,16783,28.451549467688345
2021-05-05,Ohio,Union,58988,16783,28.451549467688345
2021-05-06,Ohio,Union,58988,16956,28.74482945683868
2021-05-07,Ohio,Union,58988,17290,29.311046314504644
2021-05-08,Ohio,Union,58988,17989,30.49603309147623
2021-05-09,Ohio,Union,58988,18051,30.601139214755545
2021-05-10,Ohio,Union,58988,18052,30.602834474808436
2021-05-11,Ohio,Union,58988,18158,30.782532040415
2021-05-12,Ohio,Union,58988,18433,31.24872855496033
2021-05-13,Ohio,Union,58988,18433,31.24872855496033
2021-05-14,Ohio,Union,58988,18737,31.764087611039532
2021-05-15,Ohio,Union,58988,19023,32.24893198616668
2021-05-16,Ohio,Union,58988,19023,32.24893198616668
2021-05-17,Ohio,Union,58988,19063,32.316742388282364
2021-05-18,Ohio,Union,58988,19090,32.36251440971045
2021-05-19,Ohio,Union,58988,19311,32.73716688139961
2021-05-20,Ohio,Union,58988,19545,33.13385773377636
2021-05-21,Ohio,Union,58988,19545,33.13385773377636
2021-05-22,Ohio,Union,58988,19662,33.33220315996474
2021-05-23,Ohio,Union,58988,19986,33.88146741710178
2021-05-24,Ohio,Union,58988,19987,33.88316267715467
2021-05-25,Ohio,Union,58988,20019,33.93741099884722
2021-05-26,Ohio,Union,58988,20052,33.993354580592666
2021-05-27,Ohio,Union,58988,20121,34.110327524242216
2021-05-28,Ohio,Union,58988,20272,34.36631179222893
2021-05-29,Ohio,Union,58988,20331,34.46633213534956
2021-05-30,Ohio,Union,58988,20504,34.759612124499895
2021-05-31,Ohio,Union,58988,20505,34.761307384552794
2021-06-01,Ohio,Union,58988,20521,34.788431545399064
2021-06-02,Ohio,Union,58988,20565,34.86302298772632
2021-06-03,Ohio,Union,58988,20565,34.86302298772632
2021-06-04,Ohio,Union,58988,20675,35.04950159354445
2021-06-05,Ohio,Union,58988,20762,35.196989218146065
2021-06-06,Ohio,Union,58988,20993,35.58859429036414
2021-06-07,Ohio,Union,58988,21128,35.81745439750458
2021-06-08,Ohio,Union,58988,21201,35.941208381365705
2021-06-09,Ohio,Union,58988,21280,36.07513392554418
2021-06-10,Ohio,Union,58988,21280,36.07513392554418
2021-06-11,Ohio,Union,58988,21537,36.51081575913745
2021-06-12,Ohio,Union,58988,21538,36.51251101919034
2021-06-13,Ohio,Union,58988,21737,36.84986776971587
2021-06-14,Ohio,Union,58988,21793,36.94480233267783
2021-06-15,Ohio,Union,58988,21828,37.00413643452906
2021-06-16,Ohio,Union,58988,21914,37.14992879907778
2021-06-17,Ohio,Union,58988,22067,37.40930358717027
2021-06-18,Ohio,Union,58988,22192,37.62121109378179
2021-06-19,Ohio,Union,58988,22253,37.7246219570082
2021-06-20,Ohio,Union,58988,22307,37.81616599986438
2021-06-21,Ohio,Union,58988,22393,37.9619583644131
2021-06-22,Ohio,Union,58988,22465,38.08401708822133
2021-06-23,Ohio,Union,58988,22465,38.08401708822133
2021-06-24,Ohio,Union,58988,22505,38.15182749033702
2021-06-25,Ohio,Union,58988,22577,38.27388621414525
2021-06-26,Ohio,Union,58988,22608,38.32643927578491
2021-06-27,Ohio,Union,58988,22658,38.41120227842951
2021-06-28,Ohio,Union,58988,22772,38.604461924459216
2021-06-29,Ohio,Union,58988,22797,38.64684342578151
2021-06-30,Ohio,Union,58988,22834,38.70956804773852
2021-07-01,Ohio,Union,58988,22834,38.70956804773852
2021-07-02,Ohio,Union,58988,22885,38.79602631043602
2021-07-03,Ohio,Union,58988,22941,38.89096087339798
2021-07-04,Ohio,Union,58988,22941,38.89096087339798
2021-07-05,Ohio,Union,58988,22969,38.938428154878956
2021-07-06,Ohio,Union,58988,22985,38.96555231572523
2021-07-07,Ohio,Union,58988,23022,39.02827693768224
2021-07-08,Ohio,Union,58988,23022,39.02827693768224
2021-07-09,Ohio,Union,58988,23084,39.13338306096155
2021-07-10,Ohio,Union,58988,23149,39.24357496439954
2021-07-11,Ohio,Union,58988,23186,39.306299586356545
2021-07-12,Ohio,Union,58988,23211,39.34868108767885
2021-07-13,Ohio,Union,58988,23238,39.394453109106934
2021-07-14,Ohio,Union,58988,23238,39.394453109106934
2021-07-15,Ohio,Union,58988,23238,39.394453109106934
2021-07-16,Ohio,Union,58988,23308,39.51312131280938
2021-07-17,Ohio,Union,58988,23378,39.63178951651183
2021-07-18,Ohio,Union,58988,23391,39.65382789719943
2021-07-19,Ohio,Union,58988,23391,39.65382789719943
2021-07-20,Ohio,Union,58988,23420,39.7029904387333
2021-07-21,Ohio,Union,58988,23420,39.7029904387333
2021-07-22,Ohio,Union,58988,23436,39.73011459957957
2021-07-23,Ohio,Union,58988,23476,39.79792500169526
2021-07-24,Ohio,Union,58988,23540,39.90642164508036
2021-07-25,Ohio,Union,58988,23540,39.90642164508036
2021-07-26,Ohio,Union,58988,23562,39.94371736624398
2021-07-27,Ohio,Union,58988,23591,39.992879907777855
2021-07-28,Ohio,Union,58988,23591,39.992879907777855
2021-07-29,Ohio,Union,58988,23654,40.09968129111006
2021-07-30,Ohio,Union,58988,23654,40.09968129111006
2021-07-31,Ohio,Union,58988,23711,40.19631111412491
2021-08-01,Ohio,Union,58988,23731,40.23021631518275
2021-08-02,Ohio,Union,58988,23733,40.23360683528853
2021-08-03,Ohio,Union,58988,23777,40.30819827761579
2021-08-04,Ohio,Union,58988,23778,40.30989353766868
2021-08-05,Ohio,Union,58988,23822,40.38448497999593
2021-08-06,Ohio,Union,58988,23822,40.38448497999593
2021-08-07,Ohio,Union,58988,23895,40.50823896385705
2021-08-08,Ohio,Union,58988,23981,40.65403132840578
2021-08-09,Ohio,Union,58988,23997,40.68115548925205
2021-08-10,Ohio,Union,58988,24024,40.72692751068014
2021-08-11,Ohio,Union,58988,24024,40.72692751068014
2021-08-12,Ohio,Union,58988,24081,40.823557333694986
2021-08-13,Ohio,Union,58988,24081,40.823557333694986
2021-08-14,Ohio,Union,58988,24126,40.89984403607514
2021-08-15,Ohio,Union,58988,24168,40.9710449582966
2021-08-16,Ohio,Union,58988,24201,41.02698854004204
2021-08-17,Ohio,Union,58988,24222,41.06258900115278
2021-08-18,Ohio,Union,58988,24250,41.11005628263376
2021-08-19,Ohio,Union,58988,24302,41.198209805384145
2021-08-20,Ohio,Union,58988,24350,41.27958228792297
2021-08-21,Ohio,Union,58988,24418,41.39485997151963
2021-08-22,Ohio,Union,58988,24454,41.45588933342375
2021-08-23,Ohio,Union,58988,24470,41.48301349427002
2021-08-24,Ohio,Union,58988,24517,41.56269071675595
2021-08-25,Ohio,Union,58988,24550,41.61863429850139
2021-08-26,Ohio,Union,58988,24550,41.61863429850139
2021-08-27,Ohio,Union,58988,24602,41.70678782125178
2021-08-28,Ohio,Union,58988,24638,41.7678171831559
2021-08-29,Ohio,Union,58988,24708,41.88648538685835
2021-08-30,Ohio,Union,58988,24742,41.944124228656676
2021-08-31,Ohio,Union,58988,24770,41.99159151013765
2021-09-01,Ohio,Union,58988,24811,42.06109717230623
2021-09-02,Ohio,Union,58988,24811,42.06109717230623
2021-09-03,Ohio,Union,58988,24863,42.14925069505662
2021-09-04,Ohio,Union,58988,24892,42.19841323659049
2021-09-05,Ohio,Union,58988,24976,42.34081508103343
2021-09-06,Ohio,Union,58988,24976,42.34081508103343
2021-09-07,Ohio,Union,58988,25058,42.47982640537058
2021-09-08,Ohio,Union,58988,25058,42.47982640537058
2021-09-09,Ohio,Union,58988,25112,42.57137044822676
2021-09-10,Ohio,Union,58988,25179,42.68495287177053
2021-09-11,Ohio,Union,58988,25212,42.74089645351597
2021-09-12,Ohio,Union,58988,25251,42.807011595578764
2021-09-13,Ohio,Union,58988,25283,42.86125991727131
2021-09-14,Ohio,Union,58988,25307,42.90194615854072
2021-09-15,Ohio,Union,58988,27142,46.01274835559775
2021-09-16,Ohio,Union,58988,30974,52.50898487828033
2021-09-17,Ohio,Union,58988,31027,52.59883366108361
2021-09-18,Ohio,Union,58988,31063,52.65986302298773
2021-09-19,Ohio,Union,58988,31154,52.81413168780091
2021-09-20,Ohio,Union,58988,31182,52.861598969281886
2021-09-21,Ohio,Union,58988,31182,52.861598969281886
2021-09-22,Ohio,Union,58988,31182,52.861598969281886
2021-09-23,Ohio,Union,58988,31206,52.9022852105513
2021-09-24,Ohio,Union,58988,31225,52.93449515155625
2021-09-25,Ohio,Union,58988,31295,53.0531633552587
2021-09-26,Ohio,Union,58988,31361,53.165050518749574
2021-09-27,Ohio,Union,58988,31379,53.19556519970163
2021-09-28,Ohio,Union,58988,31406,53.24133722112972
2021-09-29,Ohio,Union,58988,31426,53.27524242218757
2021-09-30,Ohio,Union,58988,31444,53.30575710313962
2021-10-01,Ohio,Union,58988,31476,53.36000542483217
2021-10-02,Ohio,Union,58988,31488,53.38034854546687
2021-10-03,Ohio,Union,58988,31557,53.49732148911643
2021-10-04,Ohio,Union,58988,31612,53.5905607920255
2021-10-05,Ohio,Union,58988,31663,53.677019054723
2021-10-06,Ohio,Union,58988,31691,53.724486336203974
2021-10-07,Ohio,Union,58988,31724,53.78042991794941
2021-10-08,Ohio,Union,58988,31779,53.87366922085848
2021-10-09,Ohio,Union,58988,31813,53.93130806265681
2021-10-10,Ohio,Union,58988,31813,53.93130806265681
2021-10-11,Ohio,Union,58988,31842,53.980470604190685
2021-10-12,Ohio,Union,58988,31852,53.9974232047196
2021-10-13,Ohio,Union,58988,31868,54.02454736556588
2021-10-14,Ohio,Union,58988,31894,54.068624126941074
2021-10-15,Ohio,Union,58988,31952,54.166949210008816
2021-10-16,Ohio,Union,58988,32001,54.25001695260053
2021-10-17,Ohio,Union,58988,32026,54.29239845392283
2021-10-18,Ohio,Union,58988,32054,54.33986573540381
2021-10-19,Ohio,Union,58988,32065,54.35851359598563
2021-10-20,Ohio,Union,58988,32108,54.43140977825998
2021-10-21,Ohio,Union,58988,32121,54.45344815894758
2021-10-22,Ohio,Union,58988,32173,54.54160168169797
2021-10-23,Ohio,Union,58988,32212,54.60771682376077
2021-10-24,Ohio,Union,58988,32241,54.656879365294635
2021-10-25,Ohio,Union,58988,32260,54.689089306299586
2021-10-26,Ohio,Union,58988,32264,54.69587034651116
2021-10-27,Ohio,Union,58988,32303,54.76198548857395
2021-10-28,Ohio,Union,58988,32331,54.809452770054925
2021-10-29,Ohio,Union,58988,32368,54.872177392011935
2021-10-30,Ohio,Union,58988,32387,54.904387333016885
2021-10-31,Ohio,Union,58988,32441,54.995931375873056
2021-11-01,Ohio,Union,58988,32458,55.024750796772224
2021-11-02,Ohio,Union,58988,32469,55.04339865735404
2021-11-03,Ohio,Union,58988,32493,55.08408489862345
2021-11-04,Ohio,Union,58988,32515,55.121380619787075
2021-11-05,Ohio,Union,58988,32554,55.18749576184987
2021-11-06,Ohio,Union,58988,32565,55.20614362243168
2021-11-07,Ohio,Union,58988,32599,55.26378246423001
2021-11-08,Ohio,Union,58988,32622,55.30277344544653
2021-11-09,Ohio,Union,58988,32622,55.30277344544653
2021-11-10,Ohio,Union,58988,32654,55.35702176713908
2021-11-11,Ohio,Union,58988,32676,55.394317488302704
2021-11-12,Ohio,Union,58988,32695,55.426527429307654
2021-11-13,Ohio,Union,58988,32711,55.45365159015393
2021-11-14,Ohio,Union,58988,32711,55.45365159015393
2021-11-15,Ohio,Union,58988,32758,55.53332881263986
2021-11-16,Ohio,Union,58988,32770,55.553671933274565
2021-11-17,Ohio,Union,58988,32805,55.613006035125785
2021-11-18,Ohio,Union,58988,32837,55.66725435681833
2021-11-19,Ohio,Union,58988,32858,55.70285481792907
2021-11-20,Ohio,Union,58988,32879,55.738455279039805
2021-11-21,Ohio,Union,58988,32904,55.78083678036211
2021-11-22,Ohio,Union,58988,32917,55.802875161049705
2021-11-23,Ohio,Union,58988,32921,55.80965620126128
2021-11-24,Ohio,Union,58988,32939,55.84017088221333
2021-11-25,Ohio,Union,58988,32939,55.84017088221333
2021-11-26,Ohio,Union,58988,32939,55.84017088221333
2021-11-27,Ohio,Union,58988,32939,55.84017088221333
2021-11-28,Ohio,Union,58988,32939,55.84017088221333
2021-11-29,Ohio,Union,58988,33035,56.00291584729097
2021-11-30,Ohio,Union,58988,33053,56.03343052824303
2021-12-01,Ohio,Union,58988,33115,56.138536651522344
2021-12-02,Ohio,Union,58988,33252,56.37078727876856
2021-12-03,Ohio,Union,58988,33376,56.58099952532719
2021-12-04,Ohio,Union,58988,33456,56.71662032955855
2021-12-05,Ohio,Union,58988,33547,56.87088899437174
2021-12-06,Ohio,Union,58988,33615,56.9861666779684
2021-12-07,Ohio,Union,58988,33644,57.03532921950227
2021-12-08,Ohio,Union,58988,33741,57.19976944463281
2021-12-09,Ohio,Union,58988,33838,57.36420966976334
2021-12-10,Ohio,Union,58988,33954,57.560859835898825
2021-12-11,Ohio,Union,58988,34038,57.70326168034176
2021-12-12,Ohio,Union,58988,34132,57.86261612531362
2021-12-13,Ohio,Union,58988,34201,57.97958906896318
2021-12-14,Ohio,Union,58988,34209,57.993151149386314
2021-12-15,Ohio,Union,58988,34303,58.152505594358175
2021-12-16,Ohio,Union,58988,34361,58.25083067742592
2021-12-17,Ohio,Union,58988,34439,58.3830609615515
2021-12-18,Ohio,Union,58988,34488,58.466128704143216
2021-12-19,Ohio,Union,58988,34523,58.52546280599444
2021-12-20,Ohio,Union,58988,34547,58.56614904726385
2021-12-21,Ohio,Union,58988,34574,58.611921068691935
2021-12-22,Ohio,Union,58988,34611,58.674645690648944
2021-12-23,Ohio,Union,58988,34663,58.76279921339933
2021-12-24,Ohio,Union,58988,34663,58.76279921339933
2021-12-25,Ohio,Union,58988,34663,58.76279921339933
2021-12-26,Ohio,Union,58988,34663,58.76279921339933
2021-12-27,Ohio,Union,58988,34663,58.76279921339933
2021-12-28,Ohio,Union,58988,34774,58.95097307927036
2021-12-29,Ohio,Union,58988,34816,59.02217400149183
2021-12-30,Ohio,Union,58988,34868,59.110327524242216
2021-12-31,Ohio,Union,58988,34935,59.22390994778599
2021-01-01,Ohio,Guernsey,38875,0,0
2021-01-02,Ohio,Guernsey,38875,0,0
2021-01-03,Ohio,Guernsey,38875,0,0
2021-01-04,Ohio,Guernsey,38875,0,0
2021-01-05,Ohio,Guernsey,38875,0,0
2021-01-06,Ohio,Guernsey,38875,0,0
2021-01-07,Ohio,Guernsey,38875,0,0
2021-01-08,Ohio,Guernsey,38875,0,0
2021-01-09,Ohio,Guernsey,38875,0,0
2021-01-10,Ohio,Guernsey,38875,0,0
2021-01-11,Ohio,Guernsey,38875,0,0
2021-01-12,Ohio,Guernsey,38875,0,0
2021-01-13,Ohio,Guernsey,38875,0,0
2021-01-14,Ohio,Guernsey,38875,0,0
2021-01-15,Ohio,Guernsey,38875,0,0
2021-01-16,Ohio,Guernsey,38875,0,0
2021-01-17,Ohio,Guernsey,38875,0,0
2021-01-18,Ohio,Guernsey,38875,0,0
2021-01-19,Ohio,Guernsey,38875,0,0
2021-01-20,Ohio,Guernsey,38875,0,0
2021-01-21,Ohio,Guernsey,38875,0,0
2021-01-22,Ohio,Guernsey,38875,0,0
2021-01-23,Ohio,Guernsey,38875,0,0
2021-01-24,Ohio,Guernsey,38875,0,0
2021-01-25,Ohio,Guernsey,38875,0,0
2021-01-26,Ohio,Guernsey,38875,0,0
2021-01-27,Ohio,Guernsey,38875,0,0
2021-01-28,Ohio,Guernsey,38875,140,0.36012861736334406
2021-01-29,Ohio,Guernsey,38875,164,0.42186495176848876
2021-01-30,Ohio,Guernsey,38875,233,0.5993569131832798
2021-01-31,Ohio,Guernsey,38875,369,0.9491961414790997
2021-02-01,Ohio,Guernsey,38875,369,0.9491961414790997
2021-02-02,Ohio,Guernsey,38875,375,0.9646302250803859
2021-02-03,Ohio,Guernsey,38875,384,0.9877813504823151
2021-02-04,Ohio,Guernsey,38875,420,1.0803858520900322
2021-02-05,Ohio,Guernsey,38875,490,1.2604501607717042
2021-02-06,Ohio,Guernsey,38875,519,1.335048231511254
2021-02-07,Ohio,Guernsey,38875,598,1.5382636655948554
2021-02-08,Ohio,Guernsey,38875,599,1.5408360128617364
2021-02-09,Ohio,Guernsey,38875,617,1.5871382636655949
2021-02-10,Ohio,Guernsey,38875,626,1.610289389067524
2021-02-11,Ohio,Guernsey,38875,664,1.7080385852090032
2021-02-12,Ohio,Guernsey,38875,692,1.780064308681672
2021-02-13,Ohio,Guernsey,38875,734,1.8881028938906752
2021-02-14,Ohio,Guernsey,38875,857,2.2045016077170416
2021-02-15,Ohio,Guernsey,38875,859,2.2096463022508037
2021-02-16,Ohio,Guernsey,38875,859,2.2096463022508037
2021-02-17,Ohio,Guernsey,38875,999,2.5697749196141477
2021-02-18,Ohio,Guernsey,38875,1231,3.166559485530547
2021-02-19,Ohio,Guernsey,38875,1310,3.369774919614148
2021-02-20,Ohio,Guernsey,38875,1312,3.37491961414791
2021-02-21,Ohio,Guernsey,38875,1429,3.67588424437299
2021-02-22,Ohio,Guernsey,38875,1433,3.6861736334405144
2021-02-23,Ohio,Guernsey,38875,1439,3.7016077170418007
2021-02-24,Ohio,Guernsey,38875,1633,4.20064308681672
2021-02-25,Ohio,Guernsey,38875,1653,4.2520900321543404
2021-02-26,Ohio,Guernsey,38875,1768,4.547909967845659
2021-02-27,Ohio,Guernsey,38875,1855,4.771704180064309
2021-02-28,Ohio,Guernsey,38875,2095,5.389067524115756
2021-03-01,Ohio,Guernsey,38875,2095,5.389067524115756
2021-03-02,Ohio,Guernsey,38875,2098,5.396784565916398
2021-03-03,Ohio,Guernsey,38875,2159,5.553697749196141
2021-03-04,Ohio,Guernsey,38875,2387,6.140192926045016
2021-03-05,Ohio,Guernsey,38875,2500,6.430868167202572
2021-03-06,Ohio,Guernsey,38875,2519,6.479742765273312
2021-03-07,Ohio,Guernsey,38875,2656,6.832154340836013
2021-03-08,Ohio,Guernsey,38875,2718,6.991639871382636
2021-03-09,Ohio,Guernsey,38875,2718,6.991639871382636
2021-03-10,Ohio,Guernsey,38875,2903,7.467524115755627
2021-03-11,Ohio,Guernsey,38875,3038,7.814790996784566
2021-03-12,Ohio,Guernsey,38875,3299,8.486173633440515
2021-03-13,Ohio,Guernsey,38875,3430,8.82315112540193
2021-03-14,Ohio,Guernsey,38875,3534,9.090675241157557
2021-03-15,Ohio,Guernsey,38875,3651,9.391639871382637
2021-03-16,Ohio,Guernsey,38875,3654,9.39935691318328
2021-03-17,Ohio,Guernsey,38875,3846,9.893247588424437
2021-03-18,Ohio,Guernsey,38875,3848,9.898392282958199
2021-03-19,Ohio,Guernsey,38875,3911,10.060450160771705
2021-03-20,Ohio,Guernsey,38875,4027,10.358842443729904
2021-03-21,Ohio,Guernsey,38875,4325,11.12540192926045
2021-03-22,Ohio,Guernsey,38875,4325,11.12540192926045
2021-03-23,Ohio,Guernsey,38875,4354,11.2
2021-03-24,Ohio,Guernsey,38875,4435,11.408360128617364
2021-03-25,Ohio,Guernsey,38875,4754,12.228938906752411
2021-03-26,Ohio,Guernsey,38875,4974,12.794855305466237
2021-03-27,Ohio,Guernsey,38875,5037,12.956913183279744
2021-03-28,Ohio,Guernsey,38875,5443,14.00128617363344
2021-03-29,Ohio,Guernsey,38875,5443,14.00128617363344
2021-03-30,Ohio,Guernsey,38875,5467,14.063022508038586
2021-03-31,Ohio,Guernsey,38875,5709,14.685530546623795
2021-04-01,Ohio,Guernsey,38875,5808,14.940192926045016
2021-04-02,Ohio,Guernsey,38875,6041,15.539549839228297
2021-04-03,Ohio,Guernsey,38875,6196,15.938263665594855
2021-04-04,Ohio,Guernsey,38875,6274,16.138906752411575
2021-04-05,Ohio,Guernsey,38875,6300,16.205787781350484
2021-04-06,Ohio,Guernsey,38875,6321,16.259807073954985
2021-04-07,Ohio,Guernsey,38875,6491,16.69710610932476
2021-04-08,Ohio,Guernsey,38875,6624,17.039228295819935
2021-04-09,Ohio,Guernsey,38875,6875,17.684887459807072
2021-04-10,Ohio,Guernsey,38875,7089,18.235369774919615
2021-04-11,Ohio,Guernsey,38875,7351,18.909324758842445
2021-04-12,Ohio,Guernsey,38875,7379,18.98135048231511
2021-04-13,Ohio,Guernsey,38875,7530,19.369774919614148
2021-04-14,Ohio,Guernsey,38875,7531,19.37234726688103
2021-04-15,Ohio,Guernsey,38875,7770,19.987138263665596
2021-04-16,Ohio,Guernsey,38875,7771,19.989710610932477
2021-04-17,Ohio,Guernsey,38875,7836,20.15691318327974
2021-04-18,Ohio,Guernsey,38875,7887,20.288102893890674
2021-04-19,Ohio,Guernsey,38875,7902,20.32668810289389
2021-04-20,Ohio,Guernsey,38875,7905,20.334405144694532
2021-04-21,Ohio,Guernsey,38875,8090,20.810289389067524
2021-04-22,Ohio,Guernsey,38875,8090,20.810289389067524
2021-04-23,Ohio,Guernsey,38875,8260,21.2475884244373
2021-04-24,Ohio,Guernsey,38875,8314,21.386495176848875
2021-04-25,Ohio,Guernsey,38875,8491,21.841800643086817
2021-04-26,Ohio,Guernsey,38875,8502,21.87009646302251
2021-04-27,Ohio,Guernsey,38875,8503,21.87266881028939
2021-04-28,Ohio,Guernsey,38875,8538,21.962700964630226
2021-04-29,Ohio,Guernsey,38875,8778,22.58006430868167
2021-04-30,Ohio,Guernsey,38875,8780,22.585209003215436
2021-05-01,Ohio,Guernsey,38875,8994,23.135691318327975
2021-05-02,Ohio,Guernsey,38875,9019,23.2
2021-05-03,Ohio,Guernsey,38875,9027,23.22057877813505
2021-05-04,Ohio,Guernsey,38875,9086,23.37234726688103
2021-05-05,Ohio,Guernsey,38875,9086,23.37234726688103
2021-05-06,Ohio,Guernsey,38875,9120,23.459807073954984
2021-05-07,Ohio,Guernsey,38875,9263,23.82765273311897
2021-05-08,Ohio,Guernsey,38875,9436,24.27266881028939
2021-05-09,Ohio,Guernsey,38875,9451,24.311254019292605
2021-05-10,Ohio,Guernsey,38875,9451,24.311254019292605
2021-05-11,Ohio,Guernsey,38875,9466,24.34983922829582
2021-05-12,Ohio,Guernsey,38875,9547,24.558199356913182
2021-05-13,Ohio,Guernsey,38875,9548,24.560771704180063
2021-05-14,Ohio,Guernsey,38875,9592,24.67395498392283
2021-05-15,Ohio,Guernsey,38875,9702,24.95691318327974
2021-05-16,Ohio,Guernsey,38875,9702,24.95691318327974
2021-05-17,Ohio,Guernsey,38875,9712,24.982636655948554
2021-05-18,Ohio,Guernsey,38875,9717,24.995498392282958
2021-05-19,Ohio,Guernsey,38875,9749,25.07781350482315
2021-05-20,Ohio,Guernsey,38875,9826,25.27588424437299
2021-05-21,Ohio,Guernsey,38875,9826,25.27588424437299
2021-05-22,Ohio,Guernsey,38875,9865,25.376205787781352
2021-05-23,Ohio,Guernsey,38875,9939,25.566559485530547
2021-05-24,Ohio,Guernsey,38875,9939,25.566559485530547
2021-05-25,Ohio,Guernsey,38875,9950,25.594855305466236
2021-05-26,Ohio,Guernsey,38875,9985,25.684887459807072
2021-05-27,Ohio,Guernsey,38875,10012,25.75434083601286
2021-05-28,Ohio,Guernsey,38875,10047,25.844372990353698
2021-05-29,Ohio,Guernsey,38875,10073,25.911254019292606
2021-05-30,Ohio,Guernsey,38875,10137,26.07588424437299
2021-05-31,Ohio,Guernsey,38875,10137,26.07588424437299
2021-06-01,Ohio,Guernsey,38875,10148,26.104180064308682
2021-06-02,Ohio,Guernsey,38875,10181,26.189067524115757
2021-06-03,Ohio,Guernsey,38875,10181,26.189067524115757
2021-06-04,Ohio,Guernsey,38875,10220,26.289389067524116
2021-06-05,Ohio,Guernsey,38875,10258,26.387138263665594
2021-06-06,Ohio,Guernsey,38875,10304,26.505466237942123
2021-06-07,Ohio,Guernsey,38875,10356,26.639228295819937
2021-06-08,Ohio,Guernsey,38875,10394,26.736977491961415
2021-06-09,Ohio,Guernsey,38875,10424,26.814147909967847
2021-06-10,Ohio,Guernsey,38875,10424,26.814147909967847
2021-06-11,Ohio,Guernsey,38875,10519,27.058520900321543
2021-06-12,Ohio,Guernsey,38875,10519,27.058520900321543
2021-06-13,Ohio,Guernsey,38875,10544,27.122829581993567
2021-06-14,Ohio,Guernsey,38875,10568,27.184565916398714
2021-06-15,Ohio,Guernsey,38875,10580,27.215434083601288
2021-06-16,Ohio,Guernsey,38875,10621,27.32090032154341
2021-06-17,Ohio,Guernsey,38875,10651,27.39807073954984
2021-06-18,Ohio,Guernsey,38875,10693,27.506109324758842
2021-06-19,Ohio,Guernsey,38875,10729,27.59871382636656
2021-06-20,Ohio,Guernsey,38875,10751,27.65530546623794
2021-06-21,Ohio,Guernsey,38875,10780,27.729903536977492
2021-06-22,Ohio,Guernsey,38875,10807,27.79935691318328
2021-06-23,Ohio,Guernsey,38875,10807,27.79935691318328
2021-06-24,Ohio,Guernsey,38875,10833,27.866237942122186
2021-06-25,Ohio,Guernsey,38875,10855,27.922829581993568
2021-06-26,Ohio,Guernsey,38875,10912,28.06945337620579
2021-06-27,Ohio,Guernsey,38875,10934,28.12604501607717
2021-06-28,Ohio,Guernsey,38875,10958,28.187781350482314
2021-06-29,Ohio,Guernsey,38875,10977,28.236655948553054
2021-06-30,Ohio,Guernsey,38875,10992,28.27524115755627
2021-07-01,Ohio,Guernsey,38875,10992,28.27524115755627
2021-07-02,Ohio,Guernsey,38875,11038,28.3935691318328
2021-07-03,Ohio,Guernsey,38875,11083,28.509324758842443
2021-07-04,Ohio,Guernsey,38875,11083,28.509324758842443
2021-07-05,Ohio,Guernsey,38875,11090,28.527331189710612
2021-07-06,Ohio,Guernsey,38875,11092,28.532475884244374
2021-07-07,Ohio,Guernsey,38875,11111,28.581350482315113
2021-07-08,Ohio,Guernsey,38875,11111,28.581350482315113
2021-07-09,Ohio,Guernsey,38875,11128,28.62508038585209
2021-07-10,Ohio,Guernsey,38875,11142,28.661093247588425
2021-07-11,Ohio,Guernsey,38875,11163,28.715112540192926
2021-07-12,Ohio,Guernsey,38875,11170,28.733118971061092
2021-07-13,Ohio,Guernsey,38875,11194,28.79485530546624
2021-07-14,Ohio,Guernsey,38875,11194,28.79485530546624
2021-07-15,Ohio,Guernsey,38875,11194,28.79485530546624
2021-07-16,Ohio,Guernsey,38875,11223,28.869453376205787
2021-07-17,Ohio,Guernsey,38875,11251,28.941479099678457
2021-07-18,Ohio,Guernsey,38875,11253,28.94662379421222
2021-07-19,Ohio,Guernsey,38875,11253,28.94662379421222
2021-07-20,Ohio,Guernsey,38875,11280,29.016077170418008
2021-07-21,Ohio,Guernsey,38875,11280,29.016077170418008
2021-07-22,Ohio,Guernsey,38875,11289,29.039228295819935
2021-07-23,Ohio,Guernsey,38875,11303,29.07524115755627
2021-07-24,Ohio,Guernsey,38875,11342,29.17556270096463
2021-07-25,Ohio,Guernsey,38875,11342,29.17556270096463
2021-07-26,Ohio,Guernsey,38875,11347,29.188424437299034
2021-07-27,Ohio,Guernsey,38875,11361,29.22443729903537
2021-07-28,Ohio,Guernsey,38875,11361,29.22443729903537
2021-07-29,Ohio,Guernsey,38875,11395,29.311897106109324
2021-07-30,Ohio,Guernsey,38875,11395,29.311897106109324
2021-07-31,Ohio,Guernsey,38875,11416,29.365916398713825
2021-08-01,Ohio,Guernsey,38875,11422,29.381350482315113
2021-08-02,Ohio,Guernsey,38875,11422,29.381350482315113
2021-08-03,Ohio,Guernsey,38875,11440,29.427652733118972
2021-08-04,Ohio,Guernsey,38875,11440,29.427652733118972
