date,observed,trend,seasonal,residual
2014-01-01,15121.8,15201.195833333333,-61.68394458912065,-17.71188874421329
2014-02-01,14902.3,15223.491666666663,-238.6051685474535,-82.58649811921038
2014-03-01,14966.1,15243.925,-220.03941333912047,-57.78558666087844
2014-04-01,15087.8,15265.287499999999,-232.68042896412027,55.192928964120995
2014-05-01,15188.9,15286.329166666666,-125.06519458912057,27.636027922453778
2014-06-01,15304.2,15304.795833333332,-17.3396737557871,16.74384042245607
2014-07-01,15339.5,15323.712499999998,-12.036895978009529,27.82439597801171
2014-08-01,15329.5,15346.17083333333,-9.533684172453897,-7.1371491608760405
2014-09-01,15248.3,15370.554166666665,-91.99006438078722,-30.26410228587848
2014-10-01,15431.8,15393.762499999995,41.73285228587991,-3.695352285875906
2014-11-01,15843.7,15416.779166666664,401.8023835358798,25.1184497974574
2014-12-01,15996.7,15439.854166666664,565.4392324942133,-8.593399160876857
2015-01-01,15369.7,15461.508333333333,-61.68394458912065,-30.124388744211835
2015-02-01,15193.4,15482.354166666666,-238.6051685474535,-50.34899811921292
2015-03-01,15260.2,15501.383333333335,-220.03941333912047,-21.14391999421383
2015-04-01,15350.7,15519.0625,-232.68042896412027,64.317928964121
2015-05-01,15478.4,15536.25,-125.06519458912057,67.2151945891202
2015-06-01,15568.5,15551.729166666666,-17.3396737557871,34.11050708912104
2015-07-01,15594.9,15567.312500000002,-12.036895978009529,39.62439597800734
2015-08-01,15574.4,15585.741666666665,-9.533684172453897,-1.8079824942114353
2015-09-01,15460.1,15606.704166666666,-91.99006438078722,-54.61410228587884
2015-10-01,15644.3,15627.8625,41.73285228587991,-25.295352285879908
2015-11-01,16043.7,15646.958333333334,401.8023835358798,-5.060716869213024
2015-12-01,16168.2,15665.391666666665,565.4392324942133,-62.63089916087722
2016-01-01,15572.2,15684.333333333332,-61.68394458912065,-50.449388744210744
2016-02-01,15433.2,15703.562499999998,-238.6051685474535,-31.75733145254395
2016-03-01,15523.5,15723.145833333332,-220.03941333912047,20.39358000578835
2016-04-01,15595.2,15741.266666666665,-232.68042896412027,86.61376229745639
2016-05-01,15692.2,15756.345833333333,-125.06519458912057,60.919361255788445
2016-06-01,15797.1,15770.158333333331,-17.3396737557871,44.28134042245644
2016-07-01,15820.9,15786.679166666667,-12.036895978009529,46.25772931134237
2016-08-01,15809.9,15801.904166666664,-9.533684172453897,17.529517505790018
2016-09-01,15694.6,15810.008333333331,-91.99006438078722,-23.418268952543812
2016-10-01,15844.7,15813.812499999998,41.73285228587991,-10.845352285877361
2016-11-01,16205.2,15815.774999999998,401.8023835358798,-12.377383535876902
2016-12-01,16338.2,15815.795833333332,565.4392324942133,-43.03506582754437
2017-01-01,15798.7,15813.8375,-61.68394458912065,46.54644458912174
2017-02-01,15572.1,15809.9875,-238.6051685474535,0.7176685474545934
2017-03-01,15579.1,15804.604166666666,-220.03941333912047,-5.464753327545225
2017-04-01,15630.9,15798.14583333333,-232.68042896412027,65.4345956307896
2017-05-01,15703.6,15795.72083333333,-125.06519458912057,32.94436125579172
2017-06-01,15786.2,15792.962499999998,-17.3396737557871,10.57717375579001
2017-07-01,15784.8,15783.454166666663,-12.036895978009529,13.382729311346015
2017-08-01,15753.6,15775.474999999995,-9.533684172453897,-12.341315827540646
2017-09-01,15621.7,15772.17083333333,-91.99006438078722,-58.48076895254199
2017-10-01,15762.6,15770.279166666665,41.73285228587991,-49.41201895254488
2017-11-01,16229.1,15769.925,401.8023835358798,57.37261646412128
2017-12-01,16248.1,15768.870833333332,565.4392324942133,-86.21006582754546
2018-01-01,15660.6,15765.733333333335,-61.68394458912065,-43.44938874421438
2018-02-01,15518.7,15762.4375,-238.6051685474535,-5.13233145254577
2018-03-01,15553.2,15757.625000000002,-220.03941333912047,15.61441333911938
2018-04-01,15611.4,15749.795833333334,-232.68042896412027,94.28459563078633
2018-05-01,15714.6,15741.058333333332,-125.06519458912057,98.60686125578844
2018-06-01,15749.9,15732.370833333332,-17.3396737557871,34.868840422454255
2018-07-01,15745.8,15723.891666666666,-12.036895978009529,33.94522931134237
2018-08-01,15713.5,15713.808333333332,-9.533684172453897,9.225350839121413
2018-09-01,15546.3,15699.762499999999,-91.99006438078722,-61.47243561921242
2018-10-01,15650.1,15683.504166666668,41.73285228587991,-75.13701895254707
2018-11-01,16131.9,15664.779166666667,401.8023835358798,65.31844979745267
2018-12-01,16136.8,15645.908333333333,565.4392324942133,-74.54756582754692
2019-01-01,15568.4,15629.087499999998,-61.68394458912065,0.9964445891224685
2019-02-01,15368.9,15612.15,-238.6051685474535,-4.644831452546498
2019-03-01,15365.9,15596.845833333331,-220.03941333912047,-10.906419994210921
2019-04-01,15408.5,15585.7875,-232.68042896412027,55.3929289641199
2019-05-01,15468.1,15574.445833333333,-125.06519458912057,18.719361255787717
2019-06-01,15543.5,15563.545833333334,-17.3396737557871,-2.706159577546476
2019-07-01,15548.5,15554.454166666666,-12.036895978009529,6.082729311343105
2019-08-01,15504.3,15546.2,-9.533684172453897,-32.36631582754756
2019-09-01,15388.2,15537.166666666666,-91.99006438078722,-56.976602285878116
2019-10-01,15542.8,15434.083333333332,41.73285228587991,66.98381438078724
2019-11-01,15967.0,15256.829166666665,401.8023835358798,308.3684497974556
