Datetime,Month,Weekday,Hour,Total Usage
2024-01-01 00:00:00,Jan,Monday,1,2123795.11
2024-01-01 01:00:00,Jan,Monday,2,2108246.24
2024-01-01 02:00:00,Jan,Monday,3,2066811.28
2024-01-01 03:00:00,Jan,Monday,4,2045589.38
2024-01-01 04:00:00,Jan,Monday,5,2062044.9
2024-01-01 05:00:00,Jan,Monday,6,2091135.89
2024-01-01 06:00:00,Jan,Monday,7,2120248.59
2024-01-01 07:00:00,Jan,Monday,8,2118191.36
2024-01-01 08:00:00,Jan,Monday,9,2159693.38
2024-01-01 09:00:00,Jan,Monday,10,2208713.83
2024-01-01 10:00:00,Jan,Monday,11,2276553.56
2024-01-01 11:00:00,Jan,Monday,12,2326408.49
2024-01-01 12:00:00,Jan,Monday,13,2336253.64
2024-01-01 13:00:00,Jan,Monday,14,2336713.1
2024-01-01 14:00:00,Jan,Monday,15,2320377.8
2024-01-01 15:00:00,Jan,Monday,16,2281209.69
2024-01-01 16:00:00,Jan,Monday,17,2334118.73
2024-01-01 17:00:00,Jan,Monday,18,2433328.39
2024-01-01 18:00:00,Jan,Monday,19,2443039.13
2024-01-01 19:00:00,Jan,Monday,20,2392525.26
2024-01-01 20:00:00,Jan,Monday,21,2355270.47
2024-01-01 21:00:00,Jan,Monday,22,2310017.51
2024-01-01 22:00:00,Jan,Monday,23,2216331.99
2024-01-01 23:00:00,Jan,Monday,24,2120840.86
2024-01-02 00:00:00,Jan,Tuesday,1,2061176.98
2024-01-02 01:00:00,Jan,Tuesday,2,2024022.83
2024-01-02 02:00:00,Jan,Tuesday,3,1999912.73
2024-01-02 03:00:00,Jan,Tuesday,4,2002085.17
2024-01-02 04:00:00,Jan,Tuesday,5,2061014.18
2024-01-02 05:00:00,Jan,Tuesday,6,2166585.41
2024-01-02 06:00:00,Jan,Tuesday,7,2307770.53
2024-01-02 07:00:00,Jan,Tuesday,8,2420033.38
2024-01-02 08:00:00,Jan,Tuesday,9,2480599.91
2024-01-02 09:00:00,Jan,Tuesday,10,2515260.56
2024-01-02 10:00:00,Jan,Tuesday,11,2540604.44
2024-01-02 11:00:00,Jan,Tuesday,12,2547286.22
2024-01-02 12:00:00,Jan,Tuesday,13,2553019.86
2024-01-02 13:00:00,Jan,Tuesday,14,2549843.36
2024-01-02 14:00:00,Jan,Tuesday,15,2525740.01
2024-01-02 15:00:00,Jan,Tuesday,16,2502701.24
2024-01-02 16:00:00,Jan,Tuesday,17,2509052.51
2024-01-02 17:00:00,Jan,Tuesday,18,2621928.2
2024-01-02 18:00:00,Jan,Tuesday,19,2659734.1
2024-01-02 19:00:00,Jan,Tuesday,20,2624535.61
2024-01-02 20:00:00,Jan,Tuesday,21,2598380.26
2024-01-02 21:00:00,Jan,Tuesday,22,2534137.03
2024-01-02 22:00:00,Jan,Tuesday,23,2435022.42
2024-01-02 23:00:00,Jan,Tuesday,24,2332552.76
2024-01-03 00:00:00,Jan,Wednesday,1,2257727.23
2024-01-03 01:00:00,Jan,Wednesday,2,2254633.0
2024-01-03 02:00:00,Jan,Wednesday,3,2243142.19
2024-01-03 03:00:00,Jan,Wednesday,4,2269221.73
2024-01-03 04:00:00,Jan,Wednesday,5,2319119.41
2024-01-03 05:00:00,Jan,Wednesday,6,2436288.52
2024-01-03 06:00:00,Jan,Wednesday,7,2613981.31
2024-01-03 07:00:00,Jan,Wednesday,8,2734143.18
2024-01-03 08:00:00,Jan,Wednesday,9,2776033.27
2024-01-03 09:00:00,Jan,Wednesday,10,2725182.4
2024-01-03 10:00:00,Jan,Wednesday,11,2637836.91
2024-01-03 11:00:00,Jan,Wednesday,12,2547028.4
2024-01-03 12:00:00,Jan,Wednesday,13,2488294.54
2024-01-03 13:00:00,Jan,Wednesday,14,2422735.68
2024-01-03 14:00:00,Jan,Wednesday,15,2397015.45
2024-01-03 15:00:00,Jan,Wednesday,16,2420093.24
2024-01-03 16:00:00,Jan,Wednesday,17,2480296.02
2024-01-03 17:00:00,Jan,Wednesday,18,2583304.94
2024-01-03 18:00:00,Jan,Wednesday,19,2614940.76
2024-01-03 19:00:00,Jan,Wednesday,20,2582046.77
2024-01-03 20:00:00,Jan,Wednesday,21,2571003.37
2024-01-03 21:00:00,Jan,Wednesday,22,2512306.94
2024-01-03 22:00:00,Jan,Wednesday,23,2398111.38
2024-01-03 23:00:00,Jan,Wednesday,24,2287313.07
2024-01-04 00:00:00,Jan,Thursday,1,2202813.67
2024-01-04 01:00:00,Jan,Thursday,2,2132973.61
2024-01-04 02:00:00,Jan,Thursday,3,2146713.38
2024-01-04 03:00:00,Jan,Thursday,4,2142915.5
2024-01-04 04:00:00,Jan,Thursday,5,2185854.33
2024-01-04 05:00:00,Jan,Thursday,6,2282424.41
2024-01-04 06:00:00,Jan,Thursday,7,2463267.51
2024-01-04 07:00:00,Jan,Thursday,8,2604213.65
2024-01-04 08:00:00,Jan,Thursday,9,2644001.05
2024-01-04 09:00:00,Jan,Thursday,10,2638959.43
2024-01-04 10:00:00,Jan,Thursday,11,2630690.53
2024-01-04 11:00:00,Jan,Thursday,12,2627780.15
2024-01-04 12:00:00,Jan,Thursday,13,2555649.54
2024-01-04 13:00:00,Jan,Thursday,14,2490914.94
2024-01-04 14:00:00,Jan,Thursday,15,2456391.15
2024-01-04 15:00:00,Jan,Thursday,16,2433381.2
2024-01-04 16:00:00,Jan,Thursday,17,2450064.14
2024-01-04 17:00:00,Jan,Thursday,18,2598320.92
2024-01-04 18:00:00,Jan,Thursday,19,2686738.69
2024-01-04 19:00:00,Jan,Thursday,20,2685774.66
2024-01-04 20:00:00,Jan,Thursday,21,2675864.46
2024-01-04 21:00:00,Jan,Thursday,22,2611574.53
2024-01-04 22:00:00,Jan,Thursday,23,2526367.92
2024-01-04 23:00:00,Jan,Thursday,24,2472309.86
2024-01-05 00:00:00,Jan,Friday,1,2424135.04
2024-01-05 01:00:00,Jan,Friday,2,2394727.04
2024-01-05 02:00:00,Jan,Friday,3,2395200.49
2024-01-05 03:00:00,Jan,Friday,4,2408404.33
2024-01-05 04:00:00,Jan,Friday,5,2461398.37
2024-01-05 05:00:00,Jan,Friday,6,2590576.36
2024-01-05 06:00:00,Jan,Friday,7,2758160.41
2024-01-05 07:00:00,Jan,Friday,8,2866188.55
2024-01-05 08:00:00,Jan,Friday,9,2911912.71
2024-01-05 09:00:00,Jan,Friday,10,2870982.25
2024-01-05 10:00:00,Jan,Friday,11,2751237.42
2024-01-05 11:00:00,Jan,Friday,12,2653767.56
2024-01-05 12:00:00,Jan,Friday,13,2587359.95
2024-01-05 13:00:00,Jan,Friday,14,2472538.71
2024-01-05 14:00:00,Jan,Friday,15,2453909.35
2024-01-05 15:00:00,Jan,Friday,16,2466268.88
2024-01-05 16:00:00,Jan,Friday,17,2482210.71
2024-01-05 17:00:00,Jan,Friday,18,2577483.87
2024-01-05 18:00:00,Jan,Friday,19,2587553.84
2024-01-05 19:00:00,Jan,Friday,20,2561578.5
2024-01-05 20:00:00,Jan,Friday,21,2512422.87
2024-01-05 21:00:00,Jan,Friday,22,2460882.72
2024-01-05 22:00:00,Jan,Friday,23,2360543.79
2024-01-05 23:00:00,Jan,Friday,24,2264997.28
2024-01-06 00:00:00,Jan,Saturday,1,2188051.15
2024-01-06 01:00:00,Jan,Saturday,2,2140135.8
2024-01-06 02:00:00,Jan,Saturday,3,2095744.31
2024-01-06 03:00:00,Jan,Saturday,4,2091330.78
2024-01-06 04:00:00,Jan,Saturday,5,2092723.71
2024-01-06 05:00:00,Jan,Saturday,6,2142589.58
2024-01-06 06:00:00,Jan,Saturday,7,2189530.8
2024-01-06 07:00:00,Jan,Saturday,8,2280903.14
2024-01-06 08:00:00,Jan,Saturday,9,2368669.56
2024-01-06 09:00:00,Jan,Saturday,10,2421484.64
2024-01-06 10:00:00,Jan,Saturday,11,2479398.64
2024-01-06 11:00:00,Jan,Saturday,12,2454129.08
2024-01-06 12:00:00,Jan,Saturday,13,2415463.94
2024-01-06 13:00:00,Jan,Saturday,14,2375845.93
2024-01-06 14:00:00,Jan,Saturday,15,2357922.62
2024-01-06 15:00:00,Jan,Saturday,16,2336998.21
2024-01-06 16:00:00,Jan,Saturday,17,2402425.65
2024-01-06 17:00:00,Jan,Saturday,18,2459756.57
2024-01-06 18:00:00,Jan,Saturday,19,2477695.4
2024-01-06 19:00:00,Jan,Saturday,20,2414859.41
2024-01-06 20:00:00,Jan,Saturday,21,2387159.34
2024-01-06 21:00:00,Jan,Saturday,22,2334497.13
2024-01-06 22:00:00,Jan,Saturday,23,2253365.46
2024-01-06 23:00:00,Jan,Saturday,24,2193296.64
2024-01-07 00:00:00,Jan,Sunday,1,2109334.89
2024-01-07 01:00:00,Jan,Sunday,2,2068188.97
2024-01-07 02:00:00,Jan,Sunday,3,2046915.19
2024-01-07 03:00:00,Jan,Sunday,4,2035450.41
2024-01-07 04:00:00,Jan,Sunday,5,2041712.21
2024-01-07 05:00:00,Jan,Sunday,6,2065922.53
2024-01-07 06:00:00,Jan,Sunday,7,2119741.14
2024-01-07 07:00:00,Jan,Sunday,8,2190799.67
2024-01-07 08:00:00,Jan,Sunday,9,2232455.5
2024-01-07 09:00:00,Jan,Sunday,10,2313973.99
2024-01-07 10:00:00,Jan,Sunday,11,2352907.4
2024-01-07 11:00:00,Jan,Sunday,12,2383354.79
2024-01-07 12:00:00,Jan,Sunday,13,2413388.19
2024-01-07 13:00:00,Jan,Sunday,14,2432577.94
2024-01-07 14:00:00,Jan,Sunday,15,2437133.49
2024-01-07 15:00:00,Jan,Sunday,16,2452914.87
2024-01-07 16:00:00,Jan,Sunday,17,2520995.98
2024-01-07 17:00:00,Jan,Sunday,18,2601137.39
2024-01-07 18:00:00,Jan,Sunday,19,2598850.65
2024-01-07 19:00:00,Jan,Sunday,20,2545328.42
2024-01-07 20:00:00,Jan,Sunday,21,2483064.92
2024-01-07 21:00:00,Jan,Sunday,22,2413292.49
2024-01-07 22:00:00,Jan,Sunday,23,2290957.75
2024-01-07 23:00:00,Jan,Sunday,24,2162954.87
2024-01-08 00:00:00,Jan,Monday,1,2099135.07
2024-01-08 01:00:00,Jan,Monday,2,2055469.18
2024-01-08 02:00:00,Jan,Monday,3,2056435.81
2024-01-08 03:00:00,Jan,Monday,4,2077514.63
2024-01-08 04:00:00,Jan,Monday,5,2146436.01
2024-01-08 05:00:00,Jan,Monday,6,2252334.96
2024-01-08 06:00:00,Jan,Monday,7,2432973.11
2024-01-08 07:00:00,Jan,Monday,8,2547916.97
2024-01-08 08:00:00,Jan,Monday,9,2562050.98
2024-01-08 09:00:00,Jan,Monday,10,2520209.06
2024-01-08 10:00:00,Jan,Monday,11,2447095.93
2024-01-08 11:00:00,Jan,Monday,12,2445385.51
2024-01-08 12:00:00,Jan,Monday,13,2448761.48
2024-01-08 13:00:00,Jan,Monday,14,2422990.85
2024-01-08 14:00:00,Jan,Monday,15,2420140.64
2024-01-08 15:00:00,Jan,Monday,16,2436342.41
2024-01-08 16:00:00,Jan,Monday,17,2480934.18
2024-01-08 17:00:00,Jan,Monday,18,2595864.04
2024-01-08 18:00:00,Jan,Monday,19,2641522.23
2024-01-08 19:00:00,Jan,Monday,20,2626545.98
2024-01-08 20:00:00,Jan,Monday,21,2583027.9
2024-01-08 21:00:00,Jan,Monday,22,2493011.61
2024-01-08 22:00:00,Jan,Monday,23,2343889.11
2024-01-08 23:00:00,Jan,Monday,24,2223465.31
2024-01-09 00:00:00,Jan,Tuesday,1,2172794.4
2024-01-09 01:00:00,Jan,Tuesday,2,2152404.54
2024-01-09 02:00:00,Jan,Tuesday,3,2117192.58
2024-01-09 03:00:00,Jan,Tuesday,4,2124612.39
2024-01-09 04:00:00,Jan,Tuesday,5,2171411.82
2024-01-09 05:00:00,Jan,Tuesday,6,2265720.03
2024-01-09 06:00:00,Jan,Tuesday,7,2422461.83
2024-01-09 07:00:00,Jan,Tuesday,8,2505348.53
2024-01-09 08:00:00,Jan,Tuesday,9,2548264.39
2024-01-09 09:00:00,Jan,Tuesday,10,2521978.99
2024-01-09 10:00:00,Jan,Tuesday,11,2533621.32
2024-01-09 11:00:00,Jan,Tuesday,12,2518821.5
2024-01-09 12:00:00,Jan,Tuesday,13,2482094.57
2024-01-09 13:00:00,Jan,Tuesday,14,2454534.89
2024-01-09 14:00:00,Jan,Tuesday,15,2402024.12
2024-01-09 15:00:00,Jan,Tuesday,16,2396264.76
2024-01-09 16:00:00,Jan,Tuesday,17,2437424.82
2024-01-09 17:00:00,Jan,Tuesday,18,2497024.56
2024-01-09 18:00:00,Jan,Tuesday,19,2544596.84
2024-01-09 19:00:00,Jan,Tuesday,20,2528936.37
2024-01-09 20:00:00,Jan,Tuesday,21,2502690.03
2024-01-09 21:00:00,Jan,Tuesday,22,2439110.23
2024-01-09 22:00:00,Jan,Tuesday,23,2309338.58
2024-01-09 23:00:00,Jan,Tuesday,24,2217482.19
2024-01-10 00:00:00,Jan,Wednesday,1,2171624.12
2024-01-10 01:00:00,Jan,Wednesday,2,2142352.87
2024-01-10 02:00:00,Jan,Wednesday,3,2146755.79
2024-01-10 03:00:00,Jan,Wednesday,4,2161503.81
2024-01-10 04:00:00,Jan,Wednesday,5,2220484.99
2024-01-10 05:00:00,Jan,Wednesday,6,2323691.3
2024-01-10 06:00:00,Jan,Wednesday,7,2503606.75
2024-01-10 07:00:00,Jan,Wednesday,8,2621499.87
2024-01-10 08:00:00,Jan,Wednesday,9,2656198.22
2024-01-10 09:00:00,Jan,Wednesday,10,2693304.21
2024-01-10 10:00:00,Jan,Wednesday,11,2684282.35
2024-01-10 11:00:00,Jan,Wednesday,12,2688935.44
2024-01-10 12:00:00,Jan,Wednesday,13,2722149.22
2024-01-10 13:00:00,Jan,Wednesday,14,2713011.44
2024-01-10 14:00:00,Jan,Wednesday,15,2675797.07
2024-01-10 15:00:00,Jan,Wednesday,16,2680854.85
2024-01-10 16:00:00,Jan,Wednesday,17,2703588.01
2024-01-10 17:00:00,Jan,Wednesday,18,2767498.54
2024-01-10 18:00:00,Jan,Wednesday,19,2754954.45
2024-01-10 19:00:00,Jan,Wednesday,20,2695061.53
2024-01-10 20:00:00,Jan,Wednesday,21,2661267.09
2024-01-10 21:00:00,Jan,Wednesday,22,2569503.4
2024-01-10 22:00:00,Jan,Wednesday,23,2462994.84
2024-01-10 23:00:00,Jan,Wednesday,24,2356271.16
2024-01-11 00:00:00,Jan,Thursday,1,2298146.85
2024-01-11 01:00:00,Jan,Thursday,2,2256994.18
2024-01-11 02:00:00,Jan,Thursday,3,2244686.99
2024-01-11 03:00:00,Jan,Thursday,4,2229319.27
2024-01-11 04:00:00,Jan,Thursday,5,2242673.01
2024-01-11 05:00:00,Jan,Thursday,6,2337046.61
2024-01-11 06:00:00,Jan,Thursday,7,2541625.37
2024-01-11 07:00:00,Jan,Thursday,8,2662932.04
2024-01-11 08:00:00,Jan,Thursday,9,2677244.89
2024-01-11 09:00:00,Jan,Thursday,10,2663793.49
2024-01-11 10:00:00,Jan,Thursday,11,2614476.4
2024-01-11 11:00:00,Jan,Thursday,12,2554744.96
2024-01-11 12:00:00,Jan,Thursday,13,2459269.43
2024-01-11 13:00:00,Jan,Thursday,14,2402673.54
2024-01-11 14:00:00,Jan,Thursday,15,2346768.52
2024-01-11 15:00:00,Jan,Thursday,16,2301790.49
2024-01-11 16:00:00,Jan,Thursday,17,2306925.33
2024-01-11 17:00:00,Jan,Thursday,18,2426424.73
2024-01-11 18:00:00,Jan,Thursday,19,2526860.53
2024-01-11 19:00:00,Jan,Thursday,20,2530775.63
2024-01-11 20:00:00,Jan,Thursday,21,2548848.93
2024-01-11 21:00:00,Jan,Thursday,22,2480664.53
2024-01-11 22:00:00,Jan,Thursday,23,2404613.73
2024-01-11 23:00:00,Jan,Thursday,24,2299838.47
2024-01-12 00:00:00,Jan,Friday,1,2215951.69
2024-01-12 01:00:00,Jan,Friday,2,2198597.02
2024-01-12 02:00:00,Jan,Friday,3,2176114.14
2024-01-12 03:00:00,Jan,Friday,4,2153546.85
2024-01-12 04:00:00,Jan,Friday,5,2186382.24
2024-01-12 05:00:00,Jan,Friday,6,2270824.58
2024-01-12 06:00:00,Jan,Friday,7,2450813.82
2024-01-12 07:00:00,Jan,Friday,8,2532267.06
2024-01-12 08:00:00,Jan,Friday,9,2562699.06
2024-01-12 09:00:00,Jan,Friday,10,2567675.82
2024-01-12 10:00:00,Jan,Friday,11,2577720.7
2024-01-12 11:00:00,Jan,Friday,12,2595117.6
2024-01-12 12:00:00,Jan,Friday,13,2635369.77
2024-01-12 13:00:00,Jan,Friday,14,2648863.29
2024-01-12 14:00:00,Jan,Friday,15,2617653.21
2024-01-12 15:00:00,Jan,Friday,16,2566345.89
2024-01-12 16:00:00,Jan,Friday,17,2557027.01
2024-01-12 17:00:00,Jan,Friday,18,2555668.11
2024-01-12 18:00:00,Jan,Friday,19,2508650.01
2024-01-12 19:00:00,Jan,Friday,20,2404284.22
2024-01-12 20:00:00,Jan,Friday,21,2322234.98
2024-01-12 21:00:00,Jan,Friday,22,2292290.46
2024-01-12 22:00:00,Jan,Friday,23,2246736.75
2024-01-12 23:00:00,Jan,Friday,24,2207793.38
2024-01-13 00:00:00,Jan,Saturday,1,2157192.98
2024-01-13 01:00:00,Jan,Saturday,2,2172977.39
2024-01-13 02:00:00,Jan,Saturday,3,2199567.54
2024-01-13 03:00:00,Jan,Saturday,4,2250792.87
2024-01-13 04:00:00,Jan,Saturday,5,2314789.46
2024-01-13 05:00:00,Jan,Saturday,6,2408957.01
2024-01-13 06:00:00,Jan,Saturday,7,2507768.89
2024-01-13 07:00:00,Jan,Saturday,8,2640255.99
2024-01-13 08:00:00,Jan,Saturday,9,2727963.73
2024-01-13 09:00:00,Jan,Saturday,10,2794063.34
2024-01-13 10:00:00,Jan,Saturday,11,2879289.12
2024-01-13 11:00:00,Jan,Saturday,12,2895514.79
2024-01-13 12:00:00,Jan,Saturday,13,2869194.0
2024-01-13 13:00:00,Jan,Saturday,14,2770932.82
2024-01-13 14:00:00,Jan,Saturday,15,2691686.65
2024-01-13 15:00:00,Jan,Saturday,16,2648197.95
2024-01-13 16:00:00,Jan,Saturday,17,2636635.27
2024-01-13 17:00:00,Jan,Saturday,18,2718686.93
2024-01-13 18:00:00,Jan,Saturday,19,2759054.04
2024-01-13 19:00:00,Jan,Saturday,20,2720351.02
2024-01-13 20:00:00,Jan,Saturday,21,2669662.32
2024-01-13 21:00:00,Jan,Saturday,22,2614436.65
2024-01-13 22:00:00,Jan,Saturday,23,2575048.58
2024-01-13 23:00:00,Jan,Saturday,24,2516153.04
2024-01-14 00:00:00,Jan,Sunday,1,2455263.28
2024-01-14 01:00:00,Jan,Sunday,2,2398940.51
2024-01-14 02:00:00,Jan,Sunday,3,2458782.14
2024-01-14 03:00:00,Jan,Sunday,4,2475482.09
2024-01-14 04:00:00,Jan,Sunday,5,2566896.15
2024-01-14 05:00:00,Jan,Sunday,6,2636807.01
2024-01-14 06:00:00,Jan,Sunday,7,2749829.35
2024-01-14 07:00:00,Jan,Sunday,8,2873209.22
2024-01-14 08:00:00,Jan,Sunday,9,2952162.01
2024-01-14 09:00:00,Jan,Sunday,10,2973783.5
2024-01-14 10:00:00,Jan,Sunday,11,2951141.64
2024-01-14 11:00:00,Jan,Sunday,12,2880050.7
2024-01-14 12:00:00,Jan,Sunday,13,2874907.12
2024-01-14 13:00:00,Jan,Sunday,14,2818960.94
2024-01-14 14:00:00,Jan,Sunday,15,2835176.31
2024-01-14 15:00:00,Jan,Sunday,16,2872623.24
2024-01-14 16:00:00,Jan,Sunday,17,2996011.47
2024-01-14 17:00:00,Jan,Sunday,18,3063960.68
2024-01-14 18:00:00,Jan,Sunday,19,3129970.25
2024-01-14 19:00:00,Jan,Sunday,20,3107803.44
2024-01-14 20:00:00,Jan,Sunday,21,3061515.21
2024-01-14 21:00:00,Jan,Sunday,22,3013319.5
2024-01-14 22:00:00,Jan,Sunday,23,2944223.89
2024-01-14 23:00:00,Jan,Sunday,24,2861051.09
2024-01-15 00:00:00,Jan,Monday,1,2845901.48
2024-01-15 01:00:00,Jan,Monday,2,2797027.89
2024-01-15 02:00:00,Jan,Monday,3,2789397.03
2024-01-15 03:00:00,Jan,Monday,4,2816784.16
2024-01-15 04:00:00,Jan,Monday,5,2860848.68
2024-01-15 05:00:00,Jan,Monday,6,2962401.85
2024-01-15 06:00:00,Jan,Monday,7,3086940.56
2024-01-15 07:00:00,Jan,Monday,8,3213984.36
2024-01-15 08:00:00,Jan,Monday,9,3265660.32
2024-01-15 09:00:00,Jan,Monday,10,3331480.44
2024-01-15 10:00:00,Jan,Monday,11,3257214.59
2024-01-15 11:00:00,Jan,Monday,12,3160225.88
2024-01-15 12:00:00,Jan,Monday,13,3080103.45
2024-01-15 13:00:00,Jan,Monday,14,3058316.28
2024-01-15 14:00:00,Jan,Monday,15,3037832.04
2024-01-15 15:00:00,Jan,Monday,16,3036539.83
2024-01-15 16:00:00,Jan,Monday,17,3119935.56
2024-01-15 17:00:00,Jan,Monday,18,3207335.6
2024-01-15 18:00:00,Jan,Monday,19,3241312.66
2024-01-15 19:00:00,Jan,Monday,20,3235449.92
2024-01-15 20:00:00,Jan,Monday,21,3198671.85
2024-01-15 21:00:00,Jan,Monday,22,3125624.34
2024-01-15 22:00:00,Jan,Monday,23,3019082.58
2024-01-15 23:00:00,Jan,Monday,24,2918523.92
2024-01-16 00:00:00,Jan,Tuesday,1,2862997.68
2024-01-16 01:00:00,Jan,Tuesday,2,2825188.08
2024-01-16 02:00:00,Jan,Tuesday,3,2834951.88
2024-01-16 03:00:00,Jan,Tuesday,4,2842173.32
2024-01-16 04:00:00,Jan,Tuesday,5,2901566.94
2024-01-16 05:00:00,Jan,Tuesday,6,3012499.12
2024-01-16 06:00:00,Jan,Tuesday,7,3186095.08
2024-01-16 07:00:00,Jan,Tuesday,8,3278326.88
2024-01-16 08:00:00,Jan,Tuesday,9,3340610.17
2024-01-16 09:00:00,Jan,Tuesday,10,3315507.54
2024-01-16 10:00:00,Jan,Tuesday,11,3262858.29
2024-01-16 11:00:00,Jan,Tuesday,12,3224063.68
2024-01-16 12:00:00,Jan,Tuesday,13,3149853.25
2024-01-16 13:00:00,Jan,Tuesday,14,3100066.75
2024-01-16 14:00:00,Jan,Tuesday,15,3021818.55
2024-01-16 15:00:00,Jan,Tuesday,16,2960753.2
2024-01-16 16:00:00,Jan,Tuesday,17,3014386.98
2024-01-16 17:00:00,Jan,Tuesday,18,3139885.76
2024-01-16 18:00:00,Jan,Tuesday,19,3298712.77
2024-01-16 19:00:00,Jan,Tuesday,20,3307066.69
2024-01-16 20:00:00,Jan,Tuesday,21,3281895.3
2024-01-16 21:00:00,Jan,Tuesday,22,3239474.13
2024-01-16 22:00:00,Jan,Tuesday,23,3139249.57
2024-01-16 23:00:00,Jan,Tuesday,24,3030718.44
2024-01-17 00:00:00,Jan,Wednesday,1,2988722.53
2024-01-17 01:00:00,Jan,Wednesday,2,2986293.88
2024-01-17 02:00:00,Jan,Wednesday,3,2978154.03
2024-01-17 03:00:00,Jan,Wednesday,4,2992469.34
2024-01-17 04:00:00,Jan,Wednesday,5,3039410.96
2024-01-17 05:00:00,Jan,Wednesday,6,3164568.75
2024-01-17 06:00:00,Jan,Wednesday,7,3316251.13
2024-01-17 07:00:00,Jan,Wednesday,8,3434057.55
2024-01-17 08:00:00,Jan,Wednesday,9,3458201.09
2024-01-17 09:00:00,Jan,Wednesday,10,3381608.48
2024-01-17 10:00:00,Jan,Wednesday,11,3277471.17
2024-01-17 11:00:00,Jan,Wednesday,12,3169414.22
2024-01-17 12:00:00,Jan,Wednesday,13,3084441.2
2024-01-17 13:00:00,Jan,Wednesday,14,3021439.65
2024-01-17 14:00:00,Jan,Wednesday,15,2958234.99
2024-01-17 15:00:00,Jan,Wednesday,16,2902887.74
2024-01-17 16:00:00,Jan,Wednesday,17,2949702.07
2024-01-17 17:00:00,Jan,Wednesday,18,3020613.84
2024-01-17 18:00:00,Jan,Wednesday,19,3117025.17
2024-01-17 19:00:00,Jan,Wednesday,20,3092757.51
2024-01-17 20:00:00,Jan,Wednesday,21,3064149.37
2024-01-17 21:00:00,Jan,Wednesday,22,2977221.41
2024-01-17 22:00:00,Jan,Wednesday,23,2859756.93
2024-01-17 23:00:00,Jan,Wednesday,24,2779198.25
2024-01-18 00:00:00,Jan,Thursday,1,2696801.41
2024-01-18 01:00:00,Jan,Thursday,2,2633014.03
2024-01-18 02:00:00,Jan,Thursday,3,2596960.19
2024-01-18 03:00:00,Jan,Thursday,4,2586757.5
2024-01-18 04:00:00,Jan,Thursday,5,2623131.76
2024-01-18 05:00:00,Jan,Thursday,6,2738764.18
2024-01-18 06:00:00,Jan,Thursday,7,2912282.66
2024-01-18 07:00:00,Jan,Thursday,8,3031695.61
2024-01-18 08:00:00,Jan,Thursday,9,3036789.26
2024-01-18 09:00:00,Jan,Thursday,10,3026192.42
2024-01-18 10:00:00,Jan,Thursday,11,3008175.18
2024-01-18 11:00:00,Jan,Thursday,12,2987421.31
2024-01-18 12:00:00,Jan,Thursday,13,2979025.41
2024-01-18 13:00:00,Jan,Thursday,14,2912450.75
2024-01-18 14:00:00,Jan,Thursday,15,2849292.23
2024-01-18 15:00:00,Jan,Thursday,16,2816326.99
2024-01-18 16:00:00,Jan,Thursday,17,2807799.09
2024-01-18 17:00:00,Jan,Thursday,18,2864872.5
2024-01-18 18:00:00,Jan,Thursday,19,2883633.44
2024-01-18 19:00:00,Jan,Thursday,20,2849507.98
2024-01-18 20:00:00,Jan,Thursday,21,2800916.53
2024-01-18 21:00:00,Jan,Thursday,22,2747473.16
2024-01-18 22:00:00,Jan,Thursday,23,2621537.1
2024-01-18 23:00:00,Jan,Thursday,24,2526362.89
2024-01-19 00:00:00,Jan,Friday,1,2494790.37
2024-01-19 01:00:00,Jan,Friday,2,2464925.28
2024-01-19 02:00:00,Jan,Friday,3,2452445.54
2024-01-19 03:00:00,Jan,Friday,4,2423985.08
2024-01-19 04:00:00,Jan,Friday,5,2498248.79
2024-01-19 05:00:00,Jan,Friday,6,2606649.88
2024-01-19 06:00:00,Jan,Friday,7,2720403.78
2024-01-19 07:00:00,Jan,Friday,8,2834389.5
2024-01-19 08:00:00,Jan,Friday,9,2894929.75
2024-01-19 09:00:00,Jan,Friday,10,2923892.88
2024-01-19 10:00:00,Jan,Friday,11,2934308.13
2024-01-19 11:00:00,Jan,Friday,12,2959291.73
2024-01-19 12:00:00,Jan,Friday,13,2921824.43
2024-01-19 13:00:00,Jan,Friday,14,2906029.93
2024-01-19 14:00:00,Jan,Friday,15,2918690.67
2024-01-19 15:00:00,Jan,Friday,16,2941492.07
2024-01-19 16:00:00,Jan,Friday,17,2994918.64
2024-01-19 17:00:00,Jan,Friday,18,3089016.82
2024-01-19 18:00:00,Jan,Friday,19,3149834.79
2024-01-19 19:00:00,Jan,Friday,20,3113874.84
2024-01-19 20:00:00,Jan,Friday,21,3080785.32
2024-01-19 21:00:00,Jan,Friday,22,3036439.22
2024-01-19 22:00:00,Jan,Friday,23,2958429.44
2024-01-19 23:00:00,Jan,Friday,24,2877941.19
2024-01-20 00:00:00,Jan,Saturday,1,2829424.05
2024-01-20 01:00:00,Jan,Saturday,2,2788217.24
2024-01-20 02:00:00,Jan,Saturday,3,2793420.68
2024-01-20 03:00:00,Jan,Saturday,4,2820610.1
2024-01-20 04:00:00,Jan,Saturday,5,2881314.98
2024-01-20 05:00:00,Jan,Saturday,6,2933848.45
2024-01-20 06:00:00,Jan,Saturday,7,3034061.92
2024-01-20 07:00:00,Jan,Saturday,8,3117842.37
2024-01-20 08:00:00,Jan,Saturday,9,3211075.86
